time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration,
22,0,1.295085,1.180759,2.527389,4.004192,0,1.028273,1.179449,2.538079,4.004199,200.2096
26,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,-200.2096
858,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
880,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
886,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
890,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
894,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
899,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
903,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
907,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
909,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
914,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
918,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
922,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
925,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
929,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
933,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
937,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
941,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
945,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
948,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
955,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
959,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
963,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
967,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
970,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
974,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
978,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
982,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
986,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
989,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
992,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
996,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1003,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1007,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1010,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1014,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1018,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1021,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1025,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1028,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1032,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
1036,5,1.295085,1.180759,2.527389,0,0,1.028273,1.179449,2.538079,0,0
