time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
284,0,-1.041537,1.234131,0.444223,0.2802344,0,-0.6466622,0.9264387,0.5021129,0.04493746,3.453948
298,0,-1.038138,1.236269,0.4386489,0.4937742,0,-0.646857,0.9264399,0.502303,0.01956055,10.67699
312,0,-1.035331,1.239076,0.4335004,0.4695134,0,-0.6473473,0.926122,0.5021719,0.04325546,-1.213042
326,0,-1.031775,1.243388,0.4274828,0.5851648,0,-0.6480324,0.925172,0.5014403,0.09839168,5.782573
340,0,-1.028228,1.248056,0.4212454,0.6199597,0,-0.6487614,0.923843,0.500397,0.1332753,1.739743
353,0,-1.024991,1.253214,0.4148738,0.6332336,0,-0.6496671,0.9225022,0.4993492,0.1385015,0.6636947
368,0,-1.021746,1.259272,0.4075491,0.717217,0,-0.6509567,0.9210732,0.4982312,0.158948,4.199171
381,0,-1.018071,1.2659,0.3992147,0.8078376,0,-0.6523911,0.9197542,0.4971876,0.1585176,4.531029
396,0,-1.014356,1.272329,0.3912036,0.7844595,0,-0.6535976,0.9185228,0.4962947,0.139435,-1.168904
410,0,-1.009948,1.278579,0.3817761,0.8674649,0,-0.6548109,0.9171408,0.4953317,0.1483328,4.150269
423,0,-1.004598,1.283859,0.3708602,0.9603593,0,-0.6561322,0.9158698,0.494446,0.147541,4.644722
438,0,-0.9991478,1.288577,0.3603113,0.9112977,0,-0.6573325,0.914736,0.4937223,0.1285794,-2.45308
451,0,-0.9930333,1.293537,0.3498281,0.9349597,0,-0.6584319,0.9137111,0.493195,0.1135924,1.183099
465,0,-0.9867287,1.298619,0.3395689,0.9501592,0,-0.6594353,0.9130723,0.4930081,0.08753084,0.7599741
479,0,-0.9811917,1.303395,0.3294657,0.8869646,0,-0.6604077,0.912573,0.4929473,0.07786286,-3.159732
493,0,-0.9758021,1.307981,0.3192249,0.9015778,0,-0.6611602,0.912366,0.4932423,0.06043336,0.7306606
507,0,-0.9703207,1.313055,0.3095983,0.8535928,0,-0.6617123,0.9122532,0.4936473,0.0486166,-2.399248
520,0,-0.9650016,1.317835,0.3000286,0.8816081,0,-0.6621643,0.9121525,0.4940162,0.04369169,1.400763
535,0,-0.9597877,1.32197,0.2904409,0.8288072,0,-0.6623588,0.9123669,0.4946306,0.04823042,-2.640042
548,0,-0.954919,1.325571,0.2810964,0.8017275,0,-0.6623101,0.9129153,0.4953597,0.06578318,-1.353985
562,0,-0.950246,1.329214,0.2720236,0.7727135,0,-0.6620354,0.9136258,0.4960935,0.07542165,-1.450703
576,0,-0.9458212,1.332737,0.2635639,0.7385709,0,-0.661532,0.9142663,0.4967641,0.07658435,-1.707128
591,0,-0.9421415,1.336087,0.2557587,0.6621189,0,-0.6609336,0.9147958,0.4973319,0.0701123,-3.822601
604,0,-0.938099,1.339453,0.2477869,0.684936,0,-0.6604021,0.9150746,0.4977169,0.05113674,1.140857
619,0,-0.9339935,1.342199,0.240491,0.6310158,0,-0.6598516,0.9151667,0.4978678,0.04141049,-2.696013
632,0,-0.9296787,1.344745,0.233359,0.6179339,0,-0.6594194,0.9151183,0.4978794,0.03083945,-0.6540954
646,0,-0.9257095,1.347174,0.2263696,0.6090998,0,-0.6589938,0.9148568,0.4977586,0.03727958,-0.4417032
660,0,-0.9224147,1.348867,0.2199182,0.536709,0,-0.658547,0.9142315,0.4972895,0.06495314,-3.619543
674,0,-0.9191024,1.350165,0.2133295,0.537784,0,-0.658134,0.9136809,0.4968657,0.05805373,0.05375147
689,0,-0.9152893,1.351134,0.206727,0.5526301,0,-0.6577097,0.9131365,0.4964526,0.05784281,0.7423073
702,0,-0.9115263,1.351469,0.2006449,0.5035841,0,-0.6573317,0.9126163,0.4960276,0.05421374,-2.452302
716,0,-0.9086255,1.352032,0.1949099,0.4637643,0,-0.6570563,0.9120617,0.4956438,0.05236753,-1.990992
730,0,-0.9063441,1.352829,0.1890683,0.4669958,0,-0.6569226,0.9115937,0.4953584,0.04167996,0.1615778
744,0,-0.9040211,1.353079,0.1831591,0.4507732,0,-0.6570387,0.9113844,0.4952603,0.01834688,-0.8111283
758,0,-0.9010976,1.353057,0.1776183,0.4495706,0,-0.6570902,0.9108126,0.4949951,0.04538337,-0.06013066
771,0,-0.8978669,1.352928,0.1721912,0.4566898,0,-0.6572016,0.9098349,0.4945678,0.07755496,0.3559589
786,0,-0.895045,1.352478,0.1673226,0.4011106,0,-0.6575348,0.908982,0.4942175,0.06965797,-2.778961
799,0,-0.8921884,1.351618,0.1629025,0.3816514,0,-0.658185,0.9081551,0.4939347,0.0779604,-0.9729594
814,0,-0.8888955,1.350165,0.1583207,0.4196667,0,-0.6589406,0.90724,0.4936669,0.08762541,1.900767
828,0,-0.8852888,1.34777,0.153737,0.4544735,0,-0.6598563,0.9064012,0.4934658,0.09067672,1.740338
841,0,-0.8816645,1.344649,0.1492969,0.4707239,0,-0.661085,0.9056276,0.4934248,0.104769,0.8125216
855,0,-0.8781046,1.341462,0.1449192,0.4653079,0,-0.6621085,0.9048384,0.493425,0.09280356,-0.2708003
869,0,-0.8746111,1.337555,0.1409093,0.4641362,0,-0.6633628,0.9042536,0.4935893,0.09801189,-0.05858541
883,0,-0.8714129,1.333297,0.1374242,0.4637541,0,-0.6647162,0.9039187,0.4939258,0.104518,-0.01910627
897,0,-0.8682845,1.329501,0.1341278,0.4236756,0,-0.665924,0.9036124,0.4942317,0.09179308,-2.003923
911,0,-0.8653982,1.32537,0.1313757,0.4097203,0,-0.6671885,0.9035422,0.4946324,0.09478641,-0.6977677
924,0,-0.8630379,1.320759,0.1290411,0.4130839,0,-0.6684589,0.903649,0.4950888,0.09844888,0.1681834
938,0,-0.8600753,1.315727,0.126533,0.4587222,0,-0.6695958,0.9039132,0.4955934,0.09179437,2.281913
953,0,-0.8571113,1.310491,0.124254,0.4572697,0,-0.6705894,0.9043131,0.4961075,0.08443839,-0.07262528
966,0,-0.8547444,1.305404,0.1221554,0.4327942,0,-0.671433,0.9047568,0.4966063,0.07771648,-1.223777
981,0,-0.8524047,1.300132,0.1202415,0.4309825,0,-0.6721252,0.9051476,0.4970697,0.0652528,-0.09058267
994,0,-0.8499333,1.295457,0.1187335,0.3991811,0,-0.6727729,0.9054784,0.4974537,0.05970972,-1.590069
1009,0,-0.847669,1.291662,0.1175492,0.3249639,0,-0.6732897,0.9056323,0.4977216,0.04275586,-3.710863
1022,0,-0.8455502,1.288825,0.116717,0.2614948,0,-0.6737511,0.9056364,0.4978593,0.03462049,-3.173454
1036,0,-0.8436075,1.286764,0.1161375,0.209212,0,-0.6740795,0.9055201,0.4978711,0.02522347,-2.614141
1051,0,-0.8416309,1.285318,0.1157508,0.1770256,0,-0.6742556,0.9053599,0.4977868,0.01803395,-1.609317
1064,0,-0.8400723,1.284759,0.1154624,0.1221043,0,-0.6742669,0.9051789,0.4976352,0.0171698,-2.746068
1078,0,-0.839896,1.28586,0.115152,0.08280094,0,-0.6741213,0.9049838,0.4974534,0.02175016,-1.965166
1092,0,-0.8412847,1.289856,0.115653,0.3047501,0,-0.6735816,0.9049734,0.4972664,0.04086018,11.09746
1106,0,-0.8413199,1.29553,0.1166525,0.4148993,0,-0.673298,0.9049999,0.4972029,0.02101603,5.507457
1120,0,-0.8412309,1.299726,0.1185519,0.329865,0,-0.6731428,0.9049308,0.4971134,0.01374889,-4.251714
1133,0,-0.8395507,1.302446,0.1209363,0.2878883,0,-0.6726748,0.9050037,0.4969923,0.03528534,-2.098832
