time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration,
396,23,2.173743,0.9656081,-4.324229,0.1595675,0,2.141539,0.8704311,-4.3673,0.3221337,1.675093,0,0
409,23,2.172506,0.9639484,-4.32262,0.1913258,0,2.14538,0.8682658,-4.366024,0.3349674,1.587914,0,0
424,23,2.170517,0.9622905,-4.320863,0.2201007,0,2.148774,0.8657769,-4.365424,0.2990439,1.438744,0,0
437,23,2.167516,0.961008,-4.318807,0.2851692,0,2.15247,0.8632628,-4.36471,0.3346934,3.253423,0,0
450,23,2.164705,0.9599689,-4.317224,0.2418305,0,2.15609,0.8609824,-4.36362,0.3150153,-2.166931,0,0
465,23,2.162969,0.9584991,-4.316187,0.1779973,0,2.159587,0.8599256,-4.362323,0.2760349,-3.191664,0,0
479,23,2.162482,0.9582408,-4.315072,0.08917805,0,2.163065,0.8591703,-4.361076,0.2703131,-4.440961,0,0
493,23,2.16193,0.9580074,-4.31334,0.1326769,0,2.166456,0.8585656,-4.359468,0.2750509,2.174943,0,0
507,23,2.161572,0.9571006,-4.311687,0.1368107,0,2.16945,0.8579749,-4.357285,0.267585,0.2066903,0,0
521,23,2.160717,0.9550273,-4.310843,0.171091,0,2.172233,0.8570464,-4.355766,0.2359056,1.714013,0,0
534,23,2.158356,0.9521785,-4.310519,0.2730202,0,2.175293,0.856576,-4.354933,0.2356956,5.096462,0,0
548,23,2.154741,0.9486983,-4.310549,0.3593893,0,2.178717,0.8571571,-4.353957,0.258333,4.318455,0,0
563,23,2.151276,0.9460582,-4.309997,0.3104237,0,2.182323,0.8579384,-4.352005,0.2950949,-2.44828,0,0
577,23,2.149216,0.944003,-4.309105,0.2198685,0,2.185585,0.8579,-4.349198,0.3108515,-4.527758,0,0
591,23,2.148687,0.9417716,-4.308424,0.1720001,0,2.188489,0.8572209,-4.345666,0.3324275,-2.393425,0,0
604,23,2.148857,0.9397427,-4.307708,0.1529394,0,2.191001,0.8561229,-4.342072,0.3203091,-0.9530343,0,0
618,23,2.149434,0.9379214,-4.306838,0.1511487,0,2.193436,0.8553228,-4.338573,0.312317,-0.08953214,0,0
632,23,2.150609,0.9361952,-4.306218,0.1582769,0,2.195966,0.8548398,-4.335451,0.2939869,0.3564067,0,0
646,23,2.151924,0.9341427,-4.306205,0.173905,0,2.19808,0.8539091,-4.333453,0.2178624,0.7814087,0,0
660,23,2.153411,0.9315886,-4.307091,0.2205083,0,2.199972,0.8527558,-4.331948,0.1914525,2.330163,0,0
673,23,2.155151,0.9283385,-4.309103,0.3026674,0,2.201631,0.8519955,-4.330995,0.1483848,4.107956,0,0
688,23,2.157326,0.9236423,-4.312352,0.4354093,0,2.203045,0.851621,-4.330771,0.1054657,6.637095,0,0
702,23,2.158902,0.9185109,-4.315246,0.4406647,0,2.204318,0.8512075,-4.331086,0.09928968,0.2627715,0,0
717,23,2.159848,0.9128428,-4.318472,0.4546162,0,2.205436,0.8510009,-4.332257,0.1126617,0.697574,0,0
729,23,2.159878,0.9082959,-4.320754,0.3811415,0,2.206301,0.8503137,-4.334465,0.1849591,-3.673735,0,0
744,23,2.159617,0.9047608,-4.322457,0.281985,0,2.207169,0.8489392,-4.33636,0.1789821,-4.957825,0,0
757,23,2.160013,0.9015264,-4.323969,0.2553685,0,2.207909,0.8468744,-4.339006,0.2443431,-1.330824,0,0
771,23,2.162137,0.898059,-4.325697,0.3208744,0,2.20896,0.8445678,-4.342111,0.2910589,3.275295,0,0
785,23,2.164855,0.895279,-4.327417,0.3039138,0,2.210066,0.8425488,-4.344572,0.2409162,-0.8480325,0,0
799,23,2.167893,0.8934069,-4.3288,0.2750742,0,2.211135,0.8407699,-4.346416,0.1995572,-1.441978,0,0
814,23,2.171045,0.8913552,-4.330087,0.2845745,0,2.212448,0.8393983,-4.34811,0.1821624,0.4750133,0,0
827,23,2.174363,0.8893462,-4.331544,0.2964617,0,2.214156,0.8381791,-4.35008,0.205953,0.5943596,0,0
841,23,2.177444,0.8880234,-4.332915,0.2595419,0,2.216331,0.8373474,-4.352483,0.2398339,-1.845987,0,0
855,23,2.179638,0.8880057,-4.33357,0.1645006,0,2.218584,0.8367207,-4.354715,0.2321236,-4.752065,0,0
869,23,2.181306,0.8885269,-4.333733,0.1259287,0,2.221035,0.8363733,-4.356394,0.2146526,-1.928598,0,0
883,23,2.183229,0.8899112,-4.333466,0.1709006,0,2.223603,0.8368031,-4.35746,0.2016334,2.248594,0,0
897,23,2.185222,0.8920746,-4.333062,0.2107792,0,2.226424,0.8378904,-4.358776,0.2341022,1.993933,0,0
911,23,2.186591,0.8925922,-4.333235,0.1072133,0,2.229235,0.8382963,-4.36074,0.2512755,-5.178295,0,0
925,23,2.187242,0.8923138,-4.333804,0.0648512,0,2.232214,0.8385175,-4.362962,0.2657827,-2.118107,0,0
938,23,2.188242,0.8910506,-4.335458,0.166452,0,2.235285,0.8382956,-4.364759,0.2570181,5.080041,0,0
953,23,2.190116,0.8895298,-4.337749,0.2339765,0,2.238364,0.8381441,-4.365719,0.2269843,3.376224,0,0
967,23,2.191178,0.8883926,-4.3393,0.1607456,0,2.241451,0.8385322,-4.366183,0.2301566,-3.661546,0,0
980,23,2.192092,0.8880302,-4.340326,0.1003167,0,2.244816,0.8386087,-4.366627,0.2397077,-3.021445,0,0
995,23,2.193017,0.8880544,-4.341152,0.08859105,0,2.248055,0.838276,-4.367316,0.2377144,-0.586281,0,0
1008,23,2.193657,0.8878115,-4.341981,0.0786842,0,2.251089,0.8384815,-4.367406,0.2226268,-0.4953426,0,0
1023,23,2.194175,0.8871073,-4.342929,0.09171394,0,2.254433,0.8386557,-4.367466,0.2380876,0.6514866,0,0
1037,23,2.194764,0.8861301,-4.344015,0.1120587,0,2.258,0.8381143,-4.36864,0.2699774,1.017238,0,0
1050,23,2.195284,0.8850757,-4.34501,0.1126895,0,2.261323,0.8373578,-4.370584,0.2870263,0.03154203,0,0
1065,23,2.195349,0.8839546,-4.346081,0.1120058,0,2.264455,0.8366202,-4.372039,0.254983,-0.03418699,0,0
1078,23,2.195853,0.8828218,-4.347322,0.1248867,0,2.268168,0.8354638,-4.373732,0.301799,0.6440427,0,0
1092,23,2.196847,0.8816675,-4.348469,0.1374401,0,2.271547,0.8348191,-4.374371,0.2522865,0.6276723,0,0
1107,23,2.197903,0.8807282,-4.349503,0.1241153,0,2.274502,0.8344349,-4.375036,0.2163158,-0.6662417,0,0
1120,23,2.198892,0.8800014,-4.350423,0.1107094,0,2.277381,0.833374,-4.375031,0.2214997,-0.6702949,0,0
1133,23,2.199793,0.8794483,-4.351198,0.09348359,0,2.280067,0.8327067,-4.374754,0.1984454,-0.861289,0,0
1148,23,2.200868,0.8794145,-4.35181,0.09005357,0,2.282327,0.8315587,-4.374204,0.1886913,-0.1715012,0,0
1162,23,2.202,0.8789565,-4.352384,0.0957657,0,2.284858,0.8301734,-4.374032,0.2052029,0.2856068,0,0
1176,23,2.203183,0.8783934,-4.353087,0.1072007,0,2.287833,0.8295183,-4.373615,0.2215821,0.5717494,0,0
1190,23,2.204852,0.8779289,-4.353752,0.1329258,0,2.292095,0.8306315,-4.375039,0.3317021,1.286254,0,0
1204,23,2.206769,0.8775437,-4.354481,0.1497251,0,2.29713,0.8316602,-4.377396,0.4054611,0.8399688,0,0
1217,23,2.208074,0.8762908,-4.355161,0.1402317,0,2.302306,0.8308966,-4.379883,0.4204712,-0.4746705,0,0
1232,23,2.209511,0.8750209,-4.355946,0.148407,0,2.305513,0.8302737,-4.380729,0.2417128,0.4087649,0,0
1245,23,2.211644,0.8736821,-4.356662,0.1886362,0,2.30746,0.8291664,-4.380694,0.1613835,2.011457,0,0
1259,23,2.214224,0.8716453,-4.357089,0.2348875,0,2.308919,0.8276871,-4.380881,0.1477994,2.312565,0,0
1272,23,2.217096,0.8695539,-4.357518,0.2564538,0,2.311579,0.8251215,-4.38228,0.2832661,1.078319,0,0
1287,23,2.220305,0.8678613,-4.358047,0.2637294,0,2.315463,0.822872,-4.383958,0.3446096,0.3637761,0,0
1302,23,2.223743,0.8665404,-4.358636,0.2703705,0,2.319079,0.8218658,-4.385041,0.283151,0.3320545,0,0
1315,23,2.225713,0.8652972,-4.359339,0.1716245,0,2.322659,0.8209494,-4.385743,0.2653452,-4.937296,0,0
1329,23,2.227123,0.8640173,-4.360348,0.1555912,0,2.326143,0.8203958,-4.386364,0.2585678,-0.8016639,0,0
1343,23,2.228734,0.8624383,-4.361413,0.1781107,0,2.329876,0.8198714,-4.386847,0.2714037,1.125973,0,0
1357,23,2.229881,0.8606404,-4.36267,0.175421,0,2.334652,0.8196265,-4.387452,0.3415743,-0.1344875,0,0
1371,23,2.231369,0.8592613,-4.363826,0.1706744,0,2.33952,0.8202896,-4.388343,0.3649063,-0.2373308,0,0
1384,23,2.233073,0.8580095,-4.364985,0.1727754,0,2.34597,0.8222902,-4.390193,0.5016878,0.105051,0,0
1398,23,2.234983,0.8564849,-4.366062,0.192903,0,2.352916,0.8234367,-4.39201,0.5252274,1.006379,0,0
1413,23,2.237066,0.8548045,-4.367126,0.2057128,0,2.358656,0.8238468,-4.393033,0.4174797,0.6404929,0,0
1427,23,2.239145,0.8533685,-4.368178,0.1947668,0,2.364052,0.8245739,-4.39365,0.3898653,-0.5473011,0,0
1441,23,2.241286,0.851923,-4.369157,0.1999578,0,2.369824,0.8262078,-4.393982,0.4349307,0.2595514,0,0
1454,23,2.243648,0.8503675,-4.370019,0.2125073,0,2.375503,0.8286934,-4.39357,0.4465123,0.6274723,0,0
1468,23,2.246079,0.8488439,-4.370875,0.2161636,0,2.380753,0.8305748,-4.393113,0.4040521,0.1828164,0,0
1483,23,2.248369,0.847726,-4.371659,0.1894112,0,2.385881,0.8318845,-4.392815,0.3766237,-1.337621,0,0
1497,23,2.250462,0.8470689,-4.372398,0.1640919,0,2.391055,0.8325717,-4.392862,0.3699202,-1.265965,0,0
1510,23,2.25239,0.8466272,-4.373241,0.1550336,0,2.39554,0.8338189,-4.392395,0.3373091,-0.4529156,0,0
1525,23,2.25391,0.8465755,-4.374238,0.1308635,0,2.400885,0.8357749,-4.392336,0.4097602,-1.208504,0,0
1538,23,2.255624,0.8468602,-4.375122,0.1388219,0,2.407061,0.8379208,-4.392605,0.4660825,0.3979199,0,0
1552,23,2.25763,0.8478612,-4.375921,0.1734729,0,2.412902,0.8393198,-4.392778,0.4378962,1.73255,0,0
1566,23,2.259853,0.8484014,-4.376571,0.1718819,0,2.417502,0.839884,-4.392232,0.3371937,-0.07955134,0,0
1580,23,2.262319,0.8490297,-4.377303,0.1867155,0,2.421063,0.8402324,-4.391041,0.265986,0.74168,0,0
1594,23,2.264491,0.8493692,-4.378184,0.1711717,0,2.424862,0.8405921,-4.389981,0.2861359,-0.7771894,0,0
1608,23,2.266534,0.8497164,-4.379035,0.1598808,0,2.42996,0.8407004,-4.389771,0.3642256,-0.5645454,0,0
1622,23,2.268552,0.8503081,-4.379787,0.1610507,0,2.435309,0.84168,-4.389943,0.3924207,0.05849823,0,0
1636,23,2.270747,0.8511312,-4.380394,0.1715163,0,2.43971,0.8427204,-4.389629,0.3210046,0.5232796,0,0
1649,23,2.273091,0.8517892,-4.380873,0.1818781,0,2.444073,0.8429276,-4.389008,0.3234979,0.5180895,0,0
1664,23,2.275542,0.8522274,-4.381339,0.1803819,0,2.448669,0.8427165,-4.388844,0.3278612,-0.07480979,0,0
1678,23,2.278028,0.8523335,-4.381801,0.1798704,0,2.452152,0.8422273,-4.38786,0.2594856,-0.02557784,0,0
1692,23,2.280449,0.8522547,-4.382238,0.1760129,0,2.456129,0.8403598,-4.385707,0.3498388,-0.1928732,0,0
1705,23,2.282712,0.8521451,-4.382682,0.1656515,0,2.459054,0.8398261,-4.383491,0.2661626,-0.5180687,0,0
1719,23,2.2849,0.8518901,-4.38303,0.1628788,0,2.460122,0.8413864,-4.381969,0.1771803,-0.1386374,0,0
1732,23,2.286912,0.8517718,-4.383229,0.1436169,0,2.460976,0.8434348,-4.380868,0.1756921,-0.9630933,0,0
1747,23,2.288644,0.852044,-4.383401,0.1267994,0,2.465458,0.8439576,-4.380209,0.328315,-0.8408748,0,0
1761,23,2.290331,0.8520647,-4.383548,0.1218268,0,2.469784,0.8445202,-4.379639,0.3165187,-0.2486315,0,0
1775,23,2.291905,0.8520703,-4.383679,0.1143753,0,2.474494,0.8453608,-4.379184,0.3479065,-0.372576,0,0
1789,23,2.293149,0.8522273,-4.383888,0.09061704,0,2.480125,0.847107,-4.378899,0.4208903,-1.187912,0,0
1803,23,2.294312,0.8522872,-4.384188,0.08666223,0,2.484977,0.8486942,-4.378506,0.3689348,-0.1977403,0,0
1817,23,2.295216,0.8522009,-4.384536,0.06925385,0,2.4886,0.8504481,-4.378199,0.2875076,-0.870419,0,0
1831,23,2.295683,0.8521692,-4.38487,0.04092877,0,2.491348,0.8521436,-4.377806,0.2316205,-1.416254,0,0
1844,23,2.295968,0.852164,-4.38515,0.02908395,0,2.494108,0.8540795,-4.37735,0.2474195,-0.592241,0,0
1858,23,2.296673,0.8521369,-4.385536,0.05756307,0,2.497504,0.8569393,-4.376862,0.3196824,1.423956,0,0
1872,23,2.296823,0.85224,-4.385682,0.01659451,0,2.501874,0.8592451,-4.376333,0.353513,-2.048428,0,0
1887,23,2.296744,0.8524871,-4.385845,0.02202822,0,2.507048,0.8616354,-4.375978,0.4099721,0.2716855,0,0
1900,23,2.298492,0.8529447,-4.38682,0.1481067,0,2.510772,0.8654074,-4.375834,0.3825714,6.303923,0,0
1915,23,2.299875,0.8534296,-4.387921,0.1293809,0,2.51469,0.8690766,-4.375338,0.3804975,-0.9362906,0,0
1928,23,2.300531,0.8535821,-4.388549,0.06690254,0,2.517972,0.8719348,-4.374753,0.3188321,-3.123916,0,0
1943,23,2.300917,0.8534428,-4.388644,0.03045419,0,2.520406,0.8744997,-4.374647,0.2559529,-1.822418,0,0
1956,23,2.301187,0.8532758,-4.388381,0.0295389,0,2.523019,0.876825,-4.375363,0.2561265,-0.04576435,0,0
1970,23,2.302761,0.853173,-4.388658,0.1150264,0,2.526701,0.8796973,-4.375791,0.3366545,4.274375,0,0
1985,23,2.306179,0.8528409,-4.389076,0.2409024,0,2.530157,0.8829378,-4.375865,0.3299815,6.293802,0,0
1998,23,2.307416,0.8528665,-4.389159,0.09113882,0,2.532213,0.8858875,-4.375906,0.2641886,-7.488181,0,0
2011,23,2.308376,0.8527481,-4.389336,0.07068793,0,2.533363,0.8888154,-4.376003,0.2262696,-1.022545,0,0
2026,23,2.309276,0.8526902,-4.389624,0.06856394,0,2.534878,0.8918694,-4.376292,0.247938,-0.1061995,0,0
2040,23,2.310145,0.8527465,-4.38998,0.06704307,0,2.537301,0.8950422,-4.37666,0.2856733,-0.07604361,0,0
2054,23,2.311111,0.8527144,-4.390228,0.07096045,0,2.540489,0.8990955,-4.376395,0.3669876,0.1958694,0,0
2068,23,2.31173,0.8528121,-4.390297,0.04570527,0,2.542786,0.9039551,-4.375451,0.3958289,-1.262759,0,0
2082,23,2.312554,0.8530839,-4.390436,0.06333931,0,2.542915,0.9084138,-4.374331,0.3315992,0.8817017,0,0
2096,23,2.313342,0.8533906,-4.390687,0.06300229,0,2.543172,0.9120412,-4.373832,0.2621739,-0.01685098,0,0
2110,23,2.314018,0.8536346,-4.391073,0.05901862,0,2.544481,0.9155442,-4.373716,0.2704527,-0.1991836,0,0
2124,23,2.313989,0.8537038,-4.391484,0.0297265,0,2.545943,0.9185467,-4.374058,0.2388354,-1.464606,0,0
2137,23,2.313558,0.8536083,-4.391645,0.03384545,0,2.547681,0.9215069,-4.374166,0.2476431,0.2059476,0,0
2151,23,2.313076,0.8536062,-4.391671,0.03389519,0,2.549126,0.9245425,-4.374228,0.2361084,0.002487004,0,0
2165,23,2.312831,0.853664,-4.391876,0.02391127,0,2.549545,0.9271556,-4.374684,0.1973314,-0.4991959,0,0
2179,23,2.312607,0.8535716,-4.39253,0.05043829,0,2.549161,0.9294489,-4.375526,0.1789349,1.326351,0,0
2192,23,2.312114,0.8533432,-4.393218,0.06234789,0,2.548156,0.9312674,-4.377148,0.1874848,0.59548,0,0
2207,23,2.311424,0.8528679,-4.393896,0.07767805,0,2.547478,0.9327588,-4.379212,0.189937,0.7665083,0,0
2221,23,2.310912,0.8523687,-4.394268,0.05742503,0,2.547831,0.9339807,-4.381452,0.1834769,-1.012651,0,0
2235,23,2.310521,0.8520853,-4.394548,0.04026316,0,2.549122,0.9350493,-4.383726,0.203639,-0.8580938,0,0
2248,23,2.310297,0.8520721,-4.394682,0.01884309,0,2.549474,0.9358518,-4.386216,0.1908722,-1.071003,0,0
2262,23,2.309939,0.8521043,-4.394882,0.029639,0,2.548022,0.9362404,-4.389376,0.2518342,0.5397954,0,0
2277,23,2.309374,0.8520522,-4.395174,0.04556117,0,2.545612,0.9367465,-4.392713,0.295901,0.7961086,0,0
2291,23,2.308783,0.8520607,-4.395438,0.04667204,0,2.543003,0.9363989,-4.396676,0.343196,0.05554333,0,0
2304,23,2.30811,0.8521513,-4.395698,0.05210381,0,2.542304,0.9362944,-4.400424,0.2732854,0.2715887,0,0
2318,23,2.307119,0.8524332,-4.395999,0.07596778,0,2.542358,0.9357241,-4.404442,0.2872523,1.193198,0,0
2332,23,2.30599,0.8528275,-4.396169,0.08740444,0,2.542289,0.9352261,-4.408191,0.2738111,0.5718328,0,0
2346,23,2.304805,0.8532934,-4.396154,0.09090489,0,2.541854,0.9351388,-4.411662,0.2496785,0.1750227,0,0
2360,23,2.303856,0.8537164,-4.396057,0.0756522,0,2.540425,0.9344943,-4.415689,0.3133664,-0.7626348,0,0
2375,23,2.302682,0.8542057,-4.395875,0.08688653,0,2.538167,0.9326553,-4.420766,0.3958369,0.5617164,0,0
2387,23,2.301604,0.854668,-4.395668,0.09004104,0,2.536968,0.9308108,-4.425907,0.4227593,0.1577258,0,0
2402,23,2.300585,0.8550882,-4.395417,0.08172284,0,2.537295,0.9291048,-4.430852,0.3788237,-0.41591,0,0
2416,23,2.29948,0.8554764,-4.395108,0.08613455,0,2.53869,0.9271716,-4.435628,0.3795952,0.2205856,0,0
2430,23,2.298295,0.8558427,-4.394876,0.09088692,0,2.54009,0.9251294,-4.440259,0.3784383,0.2376184,0,0
2444,23,2.29691,0.8562095,-4.394652,0.1039336,0,2.540279,0.922868,-4.444783,0.36256,0.6523345,0,0
2458,23,2.295457,0.8564609,-4.394423,0.1079887,0,2.538711,0.921114,-4.448902,0.343304,0.2027534,0,0
2472,23,2.294076,0.8566782,-4.394219,0.1019581,0,2.536995,0.9201926,-4.452397,0.2887186,-0.301531,0,0
2486,23,2.292688,0.8569404,-4.393967,0.1008499,0,2.535705,0.9202589,-4.455378,0.2284008,-0.0554055,0,0
2499,23,2.291344,0.8571727,-4.393668,0.101143,0,2.535251,0.9203779,-4.458931,0.2596562,0.01465268,0,0
2514,23,2.290065,0.8573682,-4.393404,0.09616356,0,2.534898,0.9204259,-4.462928,0.2920879,-0.248972,0,0
2527,23,2.288898,0.8574289,-4.393159,0.08441547,0,2.534131,0.9209148,-4.467228,0.3106994,-0.5874049,0,0
2542,23,2.287991,0.8571532,-4.392945,0.06912573,0,2.53386,0.9216731,-4.471712,0.3239577,-0.7644866,0,0
2555,23,2.287247,0.8568494,-4.392744,0.06088822,0,2.533979,0.9220493,-4.476256,0.3353486,-0.4118758,0,0
2569,23,2.286824,0.856509,-4.392562,0.04096973,0,2.533725,0.922281,-4.48117,0.352743,-0.9959247,0,0
2583,23,2.286769,0.8561367,-4.392323,0.03201042,0,2.533048,0.9241579,-4.485675,0.3539717,-0.4479652,0,0
2597,23,2.286656,0.8559493,-4.392009,0.02722091,0,2.532299,0.9265982,-4.489766,0.342834,-0.2394755,0,0
2611,23,2.286977,0.8560392,-4.391729,0.03081842,0,2.531791,0.9305732,-4.493714,0.39836,0.1798756,0,0
2625,23,2.286996,0.8562489,-4.39138,0.02985112,0,2.532118,0.9340916,-4.498073,0.4109349,-0.04836507,0,0
2639,23,2.286853,0.8566637,-4.391014,0.04077729,0,2.53281,0.9375657,-4.502641,0.4124549,0.5463085,0,0
2653,23,2.286601,0.8571728,-4.390672,0.04713134,0,2.53338,0.9400681,-4.507763,0.4072741,0.3177023,0,0
2667,23,2.286395,0.8578094,-4.390451,0.05093518,0,2.533001,0.9406486,-4.514588,0.4959055,0.1901921,0,0
2681,23,2.28625,0.8584096,-4.390264,0.04673947,0,2.531887,0.9408528,-4.522129,0.5522675,-0.2097854,0,0
2695,23,2.28611,0.8589206,-4.390116,0.03866914,0,2.530507,0.940267,-4.530168,0.5749549,-0.4035164,0,0
2708,23,2.285889,0.8595552,-4.389983,0.04888671,0,2.529164,0.9403322,-4.537401,0.5251553,0.5108783,0,0
2723,23,2.285593,0.8601074,-4.389874,0.04689657,0,2.529054,0.9410814,-4.543757,0.471831,-0.09950679,0,0
2737,23,2.285187,0.8605968,-4.389774,0.04595426,0,2.530117,0.9417002,-4.549867,0.4451813,-0.0471158,0,0
2751,23,2.28479,0.8612525,-4.389619,0.05563485,0,2.531093,0.9422326,-4.555579,0.4138853,0.4840296,0,0
2765,23,2.284428,0.8619237,-4.38933,0.05901992,0,2.531099,0.9416105,-4.562251,0.484946,0.1692535,0,0
2778,23,2.284224,0.8627717,-4.388764,0.07501861,0,2.530338,0.940104,-4.569619,0.5452853,0.7999344,0,0
2792,23,2.28409,0.8635285,-4.3881,0.07269266,0,2.529597,0.9388491,-4.576814,0.5252767,-0.1162972,0,0
2806,23,2.283875,0.8643152,-4.387396,0.07665373,0,2.529326,0.937773,-4.583558,0.4863878,0.1980536,0,0
2820,23,2.283343,0.86511,-4.386755,0.08359957,0,2.52977,0.9371313,-4.589285,0.4198245,0.3472917,0,0
2834,23,2.282536,0.8659444,-4.386131,0.09394089,0,2.529741,0.9367623,-4.5945,0.3724336,0.5170662,0,0
2848,23,2.281683,0.866699,-4.385578,0.09187646,0,2.530779,0.9376286,-4.598973,0.339353,-0.1032215,0,0
2862,23,2.280734,0.8673626,-4.385069,0.09035194,0,2.532164,0.9387819,-4.603146,0.3246498,-0.07622615,0,0
2875,23,2.279533,0.868095,-4.384657,0.1055149,0,2.532977,0.939317,-4.607934,0.3516808,0.7581499,0,0
2890,23,2.278214,0.8687582,-4.384301,0.1088893,0,2.533601,0.9392314,-4.613327,0.3891563,0.1687188,0,0
2904,23,2.27682,0.8692825,-4.383919,0.1099961,0,2.533275,0.9387783,-4.619384,0.4352009,0.0553377,0,0
2918,23,2.275232,0.8698936,-4.383525,0.1249933,0,2.533444,0.9376417,-4.625711,0.4601957,0.7498611,0,0
2931,23,2.27378,0.8705509,-4.383075,0.1197449,0,2.534585,0.9362522,-4.632159,0.4841568,-0.2624206,0,0
2946,23,2.272548,0.8710549,-4.382614,0.1009466,0,2.535246,0.9351141,-4.638777,0.4834911,-0.9399146,0,0
2960,23,2.271603,0.871487,-4.382148,0.08181874,0,2.535817,0.9356166,-4.644524,0.4164793,-0.9563919,0,0
2973,23,2.270697,0.8718907,-4.381691,0.07821739,0,2.535429,0.936514,-4.649792,0.3836849,-0.1800675,0,0
2987,23,2.270043,0.8721194,-4.381139,0.06269921,0,2.534128,0.9376531,-4.654993,0.3879482,-0.7759094,0,0
3001,23,2.268605,0.8715413,-4.380421,0.1220554,0,2.533905,0.9388706,-4.660144,0.3785399,2.96781,0,0
3015,23,2.26678,0.8703827,-4.380448,0.1583029,0,2.533877,0.939864,-4.665322,0.3861632,1.812376,0,0
3029,23,2.265389,0.8699522,-4.38054,0.1049751,0,2.533486,0.9399656,-4.670949,0.4058403,-2.666391,0,0
3043,23,2.264694,0.8699276,-4.380278,0.0530691,0,2.533211,0.9395709,-4.676742,0.4149437,-2.5953,0,0
3057,23,2.26488,0.8706586,-4.379794,0.06419794,0,2.534036,0.9401578,-4.681594,0.3551958,0.5564416,0,0
3070,23,2.264849,0.8714962,-4.379532,0.06353358,0,2.534628,0.9414026,-4.68612,0.3422675,-0.03321767,0,0
3085,23,2.263968,0.8723727,-4.379265,0.09140219,0,2.533475,0.9426519,-4.690727,0.3530386,1.39343,0,0
3099,23,2.263258,0.8727343,-4.379398,0.05771444,0,2.53126,0.9446785,-4.695099,0.379071,-1.684387,0,0
3113,23,2.262947,0.8727684,-4.379587,0.026232,0,2.529346,0.9459176,-4.699711,0.3688127,-1.574122,0,0
3127,23,2.262586,0.8729476,-4.37971,0.02960597,0,2.527546,0.946086,-4.704602,0.3666272,0.1686987,0,0
