time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
272,0,0.8902754,1.519193,2.892002,0.1576261,0,0.8048945,1.430377,2.785019,0.04815491,0.1075707
287,0,0.8928311,1.519459,2.890441,0.2147478,0,0.8051145,1.430799,2.784735,0.0395587,2.856087
300,0,0.8960941,1.519833,2.889138,0.2533143,0,0.805146,1.430823,2.784618,0.008882625,1.928323
314,0,0.9006217,1.520431,2.887858,0.3395494,0,0.8050924,1.430768,2.784541,0.007779673,4.311759
329,0,0.9064008,1.521448,2.886604,0.4303974,0,0.8049471,1.430721,2.784602,0.01181133,4.542398
342,0,0.9124557,1.522868,2.88544,0.4527854,0,0.8048784,1.430717,2.784652,0.006067359,1.119402
356,0,0.9199961,1.52496,2.884543,0.5745823,0,0.804763,1.430902,2.784622,0.01606447,6.089842
369,0,0.9287525,1.527565,2.884107,0.6504856,0,0.8045819,1.431174,2.784642,0.02328457,3.795165
384,0,0.9391591,1.530413,2.884251,0.7701355,0,0.8044643,1.431393,2.784641,0.01771848,5.982494
398,0,0.9499789,1.533796,2.884567,0.8068237,0,0.8044036,1.431537,2.784608,0.01139168,1.834413
412,0,0.961019,1.537505,2.885087,0.8384977,0,0.8042963,1.431638,2.784584,0.01071672,1.583698
426,0,0.9725904,1.541144,2.885878,0.8724309,0,0.8040926,1.431666,2.78459,0.01476157,1.696658
440,0,0.985,1.544918,2.887065,0.9437415,0,0.8039312,1.431649,2.784579,0.01179105,3.565532
453,0,0.9971921,1.548449,2.888291,0.912367,0,0.8038489,1.431611,2.784544,0.006945122,-1.568726
468,0,1.00976,1.551637,2.889802,0.9401477,0,0.8038724,1.431576,2.784532,0.003191883,1.389036
482,0,1.023022,1.554317,2.891693,0.9610122,0,0.8040943,1.431496,2.784564,0.01672881,1.043224
496,0,1.036285,1.556724,2.8935,0.983475,0,0.8042535,1.431397,2.784594,0.01371429,1.123139
509,0,1.048624,1.559104,2.894915,0.8992867,0,0.8045062,1.431138,2.784637,0.02594491,-4.209411
523,0,1.059811,1.561467,2.896114,0.8326207,0,0.8048087,1.430711,2.784689,0.03806684,-3.3333
537,0,1.070135,1.563811,2.897142,0.7682859,0,0.8049636,1.430404,2.784696,0.02488238,-3.216743
551,0,1.07966,1.56569,2.89824,0.706713,0,0.8051498,1.430118,2.784674,0.02471,-3.078643
566,0,1.089467,1.567088,2.899384,0.7061719,0,0.805568,1.429531,2.784607,0.05127531,-0.02705455
579,0,1.099465,1.568818,2.900365,0.7283694,0,0.8059753,1.429078,2.784505,0.0441337,1.109871
593,0,1.109007,1.570717,2.90111,0.7042732,0,0.8062829,1.428792,2.784425,0.03084068,-1.20481
607,0,1.117508,1.572298,2.901715,0.625738,0,0.8065308,1.428652,2.784392,0.02069894,-3.92676
621,0,1.125396,1.573394,2.902476,0.5792565,0,0.806793,1.428519,2.784358,0.02142583,-2.324075
635,0,1.132527,1.573844,2.903336,0.5113677,0,0.8071431,1.428371,2.784268,0.02776024,-3.394437
649,0,1.138829,1.573992,2.904217,0.4495829,0,0.8073829,1.428353,2.784167,0.01842181,-3.089243
663,0,1.144126,1.573607,2.90516,0.3892409,0,0.8076606,1.428464,2.783998,0.02476761,-3.017098
678,0,1.149269,1.573154,2.906414,0.3670163,0,0.8078155,1.428623,2.783857,0.01816825,-1.111229
691,0,1.154066,1.572309,2.907915,0.3791534,0,0.8078722,1.428802,2.783746,0.01622552,0.6068528
704,0,1.157916,1.57009,2.910264,0.369094,0,0.807842,1.429059,2.783617,0.02121865,-0.5029693
719,0,1.162026,1.568062,2.912742,0.3605983,0,0.807725,1.429297,2.783541,0.01909917,-0.4247859
733,0,1.165927,1.565952,2.915271,0.3678704,0,0.8075739,1.429502,2.783515,0.01846115,0.3636062
746,0,1.168899,1.562722,2.918298,0.3848226,0,0.8073772,1.429739,2.783523,0.02221351,0.8476093
760,0,1.171441,1.55871,2.921463,0.4177216,0,0.8071482,1.429946,2.783565,0.02282032,1.644948
773,0,1.173311,1.55409,2.924577,0.4232585,0,0.8069537,1.430079,2.783612,0.01730601,0.2768472
788,0,1.17469,1.549469,2.927516,0.4097108,0,0.8067321,1.430229,2.783658,0.01971154,-0.6773874
802,0,1.175332,1.545446,2.930046,0.3441187,0,0.8063904,1.430459,2.783719,0.02987427,-3.279606
816,0,1.175794,1.541776,2.932641,0.3196645,0,0.8059859,1.430719,2.783786,0.03435536,-1.222706
830,0,1.175879,1.538687,2.934812,0.2720067,0,0.8055696,1.430938,2.783828,0.03398274,-2.382894
844,0,1.175973,1.536926,2.936628,0.1825649,0,0.8052677,1.431072,2.783845,0.02385951,-4.47209
858,0,1.176205,1.535892,2.937984,0.1219667,0,0.8050352,1.431159,2.783855,0.01762092,-3.029908
871,0,1.1765,1.535298,2.939526,0.1244033,0,0.8048022,1.431331,2.783844,0.02145264,0.1218308
885,0,1.17697,1.534305,2.941156,0.1396611,0,0.8045958,1.431513,2.783832,0.01958458,0.7628914
900,0,1.177953,1.532952,2.942681,0.1608945,0,0.8042779,1.431806,2.783811,0.03075651,1.061667
913,0,1.179331,1.531436,2.944425,0.1922796,0,0.8041134,1.432138,2.783708,0.02754287,1.569257
928,0,1.179402,1.530933,2.945925,0.1131505,0,0.8040196,1.432431,2.783591,0.02346365,-3.956457
942,0,1.178443,1.531083,2.947118,0.1098507,0,0.8039296,1.432667,2.783509,0.01899976,-0.164992
956,0,1.1778,1.531366,2.94832,0.09841292,0,0.8037688,1.432912,2.78345,0.02113292,-0.5718868
969,0,1.1781,1.531214,2.949542,0.09479883,0,0.8036485,1.433066,2.783419,0.01475745,-0.1807041
983,0,1.179119,1.531625,2.950344,0.09643867,0,0.8035774,1.433141,2.783405,0.007391124,0.08199178
997,0,1.179948,1.532454,2.951176,0.1025358,0,0.8034556,1.433271,2.783386,0.0127838,0.304858
1011,0,1.180683,1.532877,2.952012,0.08689192,0,0.803346,1.433356,2.783362,0.01025817,-0.7821955
1025,0,1.181576,1.532969,2.952682,0.07946503,0,0.8032947,1.433349,2.783336,0.00411268,-0.3713444
1039,0,1.182068,1.533432,2.953384,0.07028167,0,0.8033264,1.43326,2.78331,0.007103349,-0.4591681
1052,0,1.181874,1.534373,2.953984,0.08141851,0,0.8034036,1.433143,2.783276,0.01034183,0.5568423
1067,0,1.180986,1.534878,2.95331,0.08633459,0,0.8035268,1.433057,2.783208,0.0116564,0.245804
