time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
3509,0,1.043795,1.522792,2.415109,9.843107,0,0.9925126,1.415842,2.345747,9.350302,452.0804
3523,0,1.039113,1.5236,2.405943,0.7396255,0,0.992426,1.415863,2.345723,0.006632701,-455.1741
3538,0,1.101513,1.524303,2.268026,10.7659,0,1.059427,1.415922,2.216695,10.33975,501.3137
3551,0,1.097469,1.524889,2.259727,0.7052882,0,1.059399,1.415983,2.216676,0.005321946,-503.0306
3564,0,1.156591,1.524789,2.143839,9.450907,0,1.121162,1.416073,2.107697,9.099807,437.2809
3579,0,1.153929,1.524386,2.137248,0.5007367,0,1.121082,1.41616,2.107671,0.00851627,-447.5085
3593,0,1.2487,1.524117,1.995921,12.28144,0,1.217885,1.416227,1.972606,11.99351,589.0351
3606,0,1.246476,1.52447,1.989145,0.5118942,0,1.217843,1.416273,1.972603,0.004474834,-588.4772
3620,0,1.328574,1.525594,1.871756,10.28001,0,1.301577,1.416276,1.862024,9.953691,488.4059
3634,0,1.327064,1.526486,1.865487,0.4713019,0,1.301602,1.416225,1.862028,0.004127818,-490.4355
3649,0,1.449138,1.527201,1.726548,13.07936,0,1.424645,1.416133,1.728036,12.86481,630.4031
3662,0,1.448859,1.528017,1.722877,0.27353,0,1.424718,1.416026,1.728036,0.009396018,-640.2917
3676,0,1.581277,1.528714,1.589634,13.38471,0,1.556813,1.415817,1.596698,13.27239,655.559
3690,0,1.581351,1.529081,1.587597,0.1499656,0,1.556916,1.415617,1.596722,0.01637752,-661.7372
3704,0,1.692597,1.529407,1.478449,11.09962,0,1.66783,1.415328,1.488562,11.03354,547.4827
3718,0,1.692764,1.529869,1.476876,0.1204941,0,1.668073,1.414993,1.488584,0.03026035,-548.9562
3732,0,1.833814,1.530331,1.343159,14.00339,0,1.809078,1.414884,1.356356,13.92747,694.1449
3746,0,1.834282,1.530845,1.342288,0.07908035,0,1.809206,1.414836,1.356342,0.009754221,-696.2156
3760,0,1.977475,1.531602,1.210606,14.02617,0,1.951782,1.414847,1.225056,13.97397,697.3543
3773,0,1.978082,1.532421,1.210243,0.07741477,0,1.951802,1.414859,1.225049,0.001796373,-697.4376
3788,0,2.122691,1.533206,1.078435,14.04597,0,2.095708,1.414849,1.092587,14.04033,698.4277
3801,0,2.123733,1.53381,1.080024,0.1445988,0,2.095917,1.414872,1.092535,0.0156739,-695.0685
3816,0,2.266695,1.534032,0.947717,13.46479,0,2.238038,1.414917,0.9579633,13.5293,666.0098
3830,0,2.26876,1.534976,0.9508711,0.2841835,0,2.238075,1.414957,0.9579442,0.004253176,-659.0305
3843,0,2.385578,1.535509,0.8427073,11.43419,0,2.353321,1.414994,0.846445,11.51675,557.5005
3858,0,2.387512,1.535946,0.8471753,0.3518291,0,2.353316,1.415052,0.8464355,0.004284543,-554.1182
3872,0,2.518481,1.536279,0.7089134,13.74638,0,2.482292,1.415073,0.7036799,13.8868,669.7277
3885,0,2.520685,1.536256,0.7140956,0.4055405,0,2.482168,1.415099,0.7037376,0.01005907,-667.0422
3899,0,2.639591,1.536249,0.5745567,13.40374,0,2.598577,1.415166,0.5589047,13.58556,649.9098
3913,0,2.642272,1.536396,0.5800992,0.4261353,0,2.598458,1.41526,0.558887,0.01053478,-648.8801
3928,0,2.749323,1.53643,0.4393436,12.57324,0,2.702275,1.415345,0.4120476,12.78608,607.3555
3941,0,2.752744,1.536287,0.4456069,0.5164035,0,2.702018,1.415325,0.4121236,0.01941319,-602.842
3955,0,2.84629,1.536475,0.304161,12.44168,0,2.791696,1.415291,0.264944,12.64468,596.2638
3968,0,2.849781,1.5369,0.3093981,0.4602014,0,2.791455,1.415279,0.2649877,0.01790827,-599.0739
3982,0,2.922062,1.537298,0.1947968,9.819719,0,2.85922,1.415441,0.1448955,9.993639,467.9759
3997,0,2.926234,1.53764,0.2009464,0.5169849,0,2.858157,1.415925,0.1445827,0.08400622,-465.1367
4010,0,2.994805,1.537912,0.06194337,11.24184,0,2.921602,1.416398,-0.001435086,11.54715,536.2426
4024,0,2.99908,1.53833,0.06846015,0.5651578,0,2.921545,1.416603,-0.001549155,0.01749157,-533.8339
4038,0,3.053281,1.538583,-0.06390379,10.25368,0,2.97171,1.416371,-0.1405701,10.59517,484.4263
4052,0,3.057507,1.538442,-0.05712573,0.5734732,0,2.971761,1.416376,-0.1405463,0.004086005,-484.0105
4066,0,3.099291,1.537994,-0.182243,9.350747,0,3.009387,1.416163,-0.2719233,9.687304,438.8637
4080,0,3.102911,1.537941,-0.1765336,0.4904439,0,3.00928,1.415831,-0.2717686,0.02765832,-443.0152
4094,0,3.134962,1.538378,-0.2938264,8.704308,0,3.037549,1.415436,-0.3943412,9.004754,410.6932
4108,0,3.138839,1.538651,-0.2883267,0.4812223,0,3.037369,1.415282,-0.3942911,0.01731976,-411.1543
4122,0,3.162704,1.538401,-0.3798995,6.810993,0,3.057235,1.415452,-0.4912441,7.12305,316.4886
4136,0,3.166073,1.538153,-0.3753951,0.408314,0,3.057143,1.41571,-0.4915513,0.02983554,-320.134
4149,0,3.182747,1.538277,-0.4784637,7.50785,0,3.070775,1.415302,-0.5981674,7.729058,354.9768
4163,0,3.17814,1.539075,-0.4768712,0.3512978,0,3.063632,1.415543,-0.5990232,0.5119717,-357.8276
4177,0,3.180631,1.540035,-0.5761106,7.198558,0,3.062793,1.415857,-0.7007093,7.373655,342.363
4191,0,3.177136,1.541397,-0.6565541,5.757924,0,3.056511,1.416316,-0.7829024,5.893996,-72.03172
4205,0,3.164817,1.54287,-0.6569759,0.8886344,0,3.042317,1.416895,-0.7843391,1.02203,-243.4645
4219,0,3.159552,1.544059,-0.7538662,7.070608,0,3.034936,1.417969,-0.8826715,7.185312,309.0987
4233,0,3.14676,1.545216,-0.754318,0.922799,0,3.020573,1.419476,-0.8840595,1.041769,-307.3904
4247,0,3.139276,1.546268,-0.8506172,6.883244,0,3.011443,1.420301,-0.9807782,6.922928,298.0222
4260,0,3.126215,1.547521,-0.8499416,0.9414957,0,2.996355,1.421201,-0.9805238,1.083234,-297.0874
4275,0,3.118102,1.549043,-0.9452933,6.860075,0,2.986709,1.422157,-1.07635,6.903553,295.929
4296,0,3.098744,1.550178,-0.946683,0.9646805,0,2.967025,1.422533,-1.077564,0.9787808,-294.7697
4303,0,3.091763,1.551058,-0.9461766,0.8965514,0,2.95908,1.422984,-1.077493,1.011556,-3.406453
4318,0,3.083191,1.551646,-1.04209,6.767157,0,2.950154,1.423358,-1.173472,6.773914,293.5303
4330,0,3.074629,1.552303,-1.117279,5.566256,0,2.940898,1.423679,-1.248989,5.596045,-60.04508
4344,0,3.063168,1.552725,-1.110657,0.9570764,0,2.928908,1.423926,-1.242771,0.9762974,-230.459
4358,0,3.055196,1.553198,-1.201283,6.574881,0,2.920881,1.423886,-1.333525,6.584401,280.8902
4373,0,3.046433,1.553674,-1.274096,5.260687,0,2.911896,1.423543,-1.406434,5.269364,-65.70969
4387,0,3.037097,1.553765,-1.346558,5.262486,0,2.903073,1.423619,-1.479331,5.289008,0.08995533
4400,0,3.025912,1.553467,-1.337823,1.015038,0,2.892657,1.42394,-1.47159,0.9282918,-212.3725
4414,0,3.017726,1.553503,-1.425792,6.361625,0,2.884324,1.424024,-1.560436,6.425495,267.3294
4428,0,3.007809,1.553737,-1.425215,0.7192863,0,2.873927,1.42419,-1.56084,0.7532593,-282.1169
4441,0,2.997832,1.553966,-1.424027,0.7133324,0,2.863228,1.424408,-1.560834,0.7595795,-0.2976924
4456,0,2.989139,1.553647,-1.509953,6.191404,0,2.853887,1.424394,-1.647802,6.270465,273.9036
4470,0,2.979301,1.552953,-1.508895,0.7191963,0,2.843522,1.424343,-1.647742,0.7515147,-273.6104
4484,0,2.969092,1.552059,-1.507535,0.751976,0,2.833013,1.424371,-1.647346,0.7649983,1.638988
4498,0,2.958801,1.551338,-1.590344,5.754726,0,2.822917,1.424451,-1.73047,5.774418,250.1375
4511,0,2.948135,1.55108,-1.590547,0.775645,0,2.812984,1.424529,-1.730443,0.7220308,-248.9541
4526,0,2.938893,1.550609,-1.669791,5.615279,0,2.803667,1.424535,-1.810114,5.645583,241.9817
4540,0,2.929872,1.550161,-1.65871,1.010427,0,2.79372,1.424484,-1.800182,0.9935299,-230.2426
4554,0,2.921556,1.550213,-1.739149,6.136627,0,2.784857,1.424358,-1.881093,6.176618,256.31
4567,0,2.911747,1.550552,-1.738672,0.7031549,0,2.774487,1.424169,-1.880787,0.7424383,-271.6736
4581,0,2.902926,1.550746,-1.736265,0.6678045,0,2.763855,1.424051,-1.880142,0.7778199,-1.767516
4595,0,2.894772,1.550759,-1.812279,5.432419,0,2.75195,1.423851,-1.959255,5.684916,238.2307
4609,0,2.88799,1.550218,-1.80678,0.6263253,0,2.740175,1.424283,-1.959225,0.8436759,-240.3047
4623,0,2.882286,1.550631,-1.800367,0.6154665,0,2.728465,1.424339,-1.958893,0.8390368,-0.5429417
4637,0,2.875944,1.552186,-1.796122,0.5577366,0,2.718119,1.424816,-1.958623,0.7419462,-2.886495
4651,0,2.867919,1.554431,-1.793492,0.6200839,0,2.708471,1.423518,-1.957844,0.6930708,3.117368
4665,0,2.859198,1.555726,-1.792815,0.6286865,0,2.700599,1.422633,-1.956943,0.5667793,0.430128
