time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
452,0,-0.92053,1.363636,0.3114736,0.8729635,0,-0.6966472,0.9637413,0.6010963,0.0773702,0.6099522
467,0,-0.9143657,1.366213,0.301699,0.8465341,0,-0.6968573,0.9629503,0.6013745,0.06180259,-1.321474
480,0,-0.9082627,1.367808,0.292254,0.8143644,0,-0.6970649,0.9624267,0.6020178,0.06130477,-1.608485
494,0,-0.9027321,1.369726,0.2833433,0.7643472,0,-0.6972359,0.9617189,0.6023768,0.0582099,-2.500859
508,0,-0.8982348,1.372021,0.2742843,0.7470353,0,-0.6972902,0.9607413,0.602331,0.07060114,-0.8655936
522,0,-0.8950661,1.373777,0.2651569,0.6972777,0,-0.6971191,0.9598806,0.6022166,0.06283898,-2.487883
536,0,-0.8912893,1.374982,0.2563071,0.7060463,0,-0.6966326,0.9594424,0.6023459,0.04858932,0.4384309
550,0,-0.8873916,1.375876,0.2475615,0.6861193,0,-0.6961907,0.9595995,0.6025745,0.03722924,-0.9963483
564,0,-0.8841745,1.3761,0.2389942,0.6518428,0,-0.6959245,0.960272,0.6028655,0.05551181,-1.713827
578,0,-0.8812289,1.375647,0.2306623,0.6401008,0,-0.6957198,0.9605747,0.6031021,0.03149356,-0.5870968
592,0,-0.8783889,1.374652,0.2223798,0.6237347,0,-0.6951382,0.9603712,0.6034141,0.04888647,-0.8183062
606,0,-0.875656,1.373782,0.2143999,0.6165399,0,-0.6946192,0.9602952,0.6036183,0.04092896,-0.3597409
620,0,-0.8733531,1.372833,0.20718,0.5485513,0,-0.6939268,0.9603154,0.6038371,0.05217643,-3.399429
634,0,-0.8709874,1.371291,0.2005988,0.5156611,0,-0.6928455,0.9603156,0.6040086,0.0788314,-1.64451
647,0,-0.8683842,1.369742,0.1938506,0.525559,0,-0.6919453,0.960315,0.6040352,0.06398485,0.4948944
662,0,-0.8660324,1.367546,0.1873133,0.5257486,0,-0.6907192,0.9603462,0.6041207,0.08871359,0.009477139
675,0,-0.864081,1.364775,0.1809361,0.5192416,0,-0.6894267,0.9604272,0.6042838,0.09384477,-0.325349
689,0,-0.8624035,1.361553,0.1749545,0.4974943,0,-0.6885887,0.9604738,0.6043763,0.06002779,-1.087363
704,0,-0.8606274,1.357781,0.1694881,0.4923805,0,-0.6877908,0.9605893,0.6045426,0.05896201,-0.2556905
717,0,-0.8584455,1.353518,0.1645097,0.5030922,0,-0.6865603,0.9607188,0.6048099,0.09218168,0.5355865
731,0,-0.8563648,1.349077,0.1599749,0.470895,0,-0.6846514,0.9608598,0.6052446,0.1383813,-1.609863
745,0,-0.8541909,1.344554,0.1558596,0.4718402,0,-0.6833671,0.9610285,0.6055973,0.09760139,0.04726052
759,0,-0.8518121,1.339942,0.1522119,0.454751,0,-0.6823075,0.9612745,0.6059597,0.08219657,-0.8544609
773,0,-0.8498365,1.335348,0.1490184,0.4229425,0,-0.6806875,0.9618272,0.6066946,0.1327955,-1.590422
787,0,-0.8482959,1.331256,0.1466048,0.3624849,0,-0.6792862,0.9622011,0.6073316,0.1149655,-3.022882
801,0,-0.846892,1.327957,0.1444614,0.2983379,0,-0.6779406,0.9624741,0.607859,0.1050341,-3.20735
815,0,-0.8454654,1.325133,0.1427764,0.2580824,0,-0.6766053,0.9626633,0.6082927,0.1020093,-2.012771
829,0,-0.8437629,1.322209,0.1413073,0.2616164,0,-0.6753427,0.9629937,0.6086947,0.09685828,0.1766965
843,0,-0.8422225,1.318777,0.1398898,0.2903661,0,-0.6741754,0.9634573,0.6091276,0.09595621,1.437487
856,0,-0.8408011,1.315315,0.1387573,0.2797413,0,-0.6729715,0.9638625,0.60953,0.09533495,-0.5312428
870,0,-0.8397303,1.312075,0.1380131,0.2529162,0,-0.6717327,0.9640334,0.6098142,0.09286792,-1.341255
885,0,-0.8389342,1.309381,0.1372349,0.2068882,0,-0.6705422,0.9642026,0.6100376,0.08678143,-2.301397
898,0,-0.8386558,1.308402,0.137171,0.073467,0,-0.6694976,0.9642944,0.610116,0.07575961,-6.671061
912,0,-0.8378618,1.308478,0.1373613,0.05879251,0,-0.6685898,0.9642099,0.6099886,0.06600752,-0.7337247
926,0,-0.8372471,1.30927,0.137714,0.0769885,0,-0.6677851,0.9641891,0.6098964,0.05867996,0.9097993
940,0,-0.8369788,1.31124,0.1388099,0.1614372,0,-0.6671033,0.9641183,0.6097873,0.04935642,4.222435
954,0,-0.8354026,1.311796,0.1398528,0.1407052,0,-0.6665124,0.9640194,0.6096787,0.04348674,-1.036599
2139,0,-0.8020544,1.189577,0.4734893,24.52543,0,-0.7092431,0.9642175,0.6143434,2.954007,1219.236
2152,0,-0.8013237,1.188522,0.4740124,0.09890619,0,-0.7093344,0.9647433,0.6150816,0.06500874,-1221.326
2166,0,-0.8005003,1.187284,0.4745545,0.1194855,0,-0.709561,0.9652318,0.6156442,0.05877955,1.028966
2180,0,-0.7998662,1.186626,0.4751269,0.07724813,0,-0.7095716,0.9658163,0.6164048,0.06873727,-2.111869
2195,0,-0.7992753,1.185987,0.4755686,0.07028326,0,-0.7093734,0.9663724,0.617063,0.06368512,-0.3482431
2208,0,-0.799876,1.187781,0.4756932,0.1324673,0,-0.7088657,0.9669336,0.617666,0.06759305,3.109203
2221,0,-0.7991796,1.188343,0.4762626,0.07808653,0,-0.7083515,0.9673306,0.6180629,0.05605309,-2.719039
2236,0,-0.7991308,1.189684,0.4764729,0.09722539,0,-0.7081918,0.9672933,0.618009,0.01236081,0.9569433
2249,0,-0.7994496,1.191803,0.4763565,0.1536014,0,-0.7079579,0.9674551,0.6181337,0.02222327,2.818799
2263,0,-0.7997624,1.19387,0.4761547,0.1526359,0,-0.7076365,0.9676962,0.6183681,0.03381194,-0.04827231
2277,0,-0.8004528,1.19671,0.4754192,0.210154,0,-0.7071314,0.9680367,0.6186921,0.0481051,2.875905
2291,0,-0.8013308,1.200063,0.4745633,0.2600431,0,-0.7067633,0.9682152,0.6188419,0.0317426,2.494456
2305,0,-0.8023993,1.204385,0.4733151,0.3364035,0,-0.7063549,0.9683335,0.618912,0.03134714,3.81802
2320,0,-0.8033636,1.209332,0.4717264,0.3664315,0,-0.7060723,0.9683616,0.6188759,0.01984563,1.501396
2333,0,-0.804312,1.215053,0.4696341,0.460564,0,-0.7059783,0.9684023,0.6188253,0.008539975,4.706627
2347,0,-0.8054345,1.221884,0.4669503,0.5352502,0,-0.705802,0.9685624,0.6188535,0.01728428,3.734308
2361,0,-0.8066795,1.229726,0.4637794,0.6114289,0,-0.7055262,0.9688132,0.618934,0.02727117,3.808933
2375,0,-0.807866,1.238418,0.4601445,0.6806481,0,-0.7052355,0.9691739,0.6190492,0.03422082,3.460962
2388,0,-0.80917,1.248111,0.4559704,0.7659184,0,-0.7051063,0.9694819,0.6191652,0.02546719,4.263515
2402,0,-0.8105391,1.25792,0.4513017,0.7804394,0,-0.7051752,0.9696505,0.6192401,0.01403747,0.7260501
2417,0,-0.8121665,1.269266,0.4451835,0.9201059,0,-0.7054061,0.9697709,0.6193144,0.01917742,6.983325
2431,0,-0.8137975,1.280344,0.4386638,0.908449,0,-0.7057054,0.969763,0.6193215,0.02099944,-0.582844
2444,0,-0.815469,1.291012,0.4316379,0.9576728,0,-0.7059636,0.9696528,0.6192719,0.02119329,2.461192
2458,0,-0.8175083,1.3018,0.4222115,1.033154,0,-0.7062066,0.9694319,0.6191415,0.02522155,3.774077
2472,0,-0.8196701,1.31184,0.4128776,1.017572,0,-0.7065385,0.9690848,0.6188926,0.03966601,-0.7791102
2486,0,-0.8218829,1.321829,0.4037475,0.98188,0,-0.7068027,0.9687352,0.6186389,0.03625857,-1.784608
2500,0,-0.8239457,1.33103,0.393926,0.969776,0,-0.7070155,0.9683269,0.6183572,0.03844116,-0.6051987
2514,0,-0.8255482,1.338854,0.3834154,0.9538783,0,-0.7072435,0.9678507,0.618039,0.044546,-0.7948846
2528,0,-0.8269241,1.345899,0.3727684,0.9102517,0,-0.7075717,0.9671748,0.6176109,0.0613021,-2.181333
2542,0,-0.828144,1.352486,0.3620722,0.90921,0,-0.7078207,0.9667281,0.6173431,0.04158541,-0.05208552
2555,0,-0.829037,1.357791,0.3509094,0.8974778,0,-0.7080336,0.9663392,0.6171466,0.03512945,-0.5866081
2570,0,-0.8299766,1.362966,0.3396919,0.8870788,0,-0.7081072,0.9661331,0.617082,0.01633787,-0.5199492
2584,0,-0.8313017,1.368045,0.3284477,0.894913,0,-0.7080927,0.9659752,0.6170383,0.01186132,0.3917098
2597,0,-0.8324155,1.372216,0.3171253,0.8710741,0,-0.7080522,0.9658177,0.6169646,0.01283087,-1.191944
2611,0,-0.8332206,1.37512,0.3056786,0.8487331,0,-0.7079524,0.965677,0.6168708,0.01408334,-1.117054
2626,0,-0.8337867,1.377547,0.2946916,0.8081862,0,-0.7077442,0.9656286,0.6168017,0.01610937,-2.027345
2639,0,-0.8345492,1.379855,0.284179,0.7685873,0,-0.7074853,0.9656404,0.616789,0.01848517,-1.979944
2653,0,-0.8354373,1.381399,0.2735391,0.7766014,0,-0.7071499,0.9656466,0.6167822,0.02415764,0.4007041
2667,0,-0.8362998,1.381714,0.2630645,0.7601789,0,-0.7067031,0.9656913,0.6167906,0.03246842,-0.8211255
2682,0,-0.8368172,1.381672,0.2531225,0.7098019,0,-0.7058727,0.9658085,0.6168379,0.0598875,-2.518848
2695,0,-0.8373659,1.381433,0.2433784,0.7060227,0,-0.7048612,0.9660187,0.6169385,0.07506878,-0.1889586
2708,0,-0.837898,1.380009,0.2342124,0.6653817,0,-0.7036748,0.9663298,0.6171081,0.0886687,-2.032053
2723,0,-0.8384308,1.378503,0.2253574,0.6424747,0,-0.702511,0.9666688,0.6173,0.08763406,-1.145348
2737,0,-0.8391379,1.377131,0.2167038,0.6310634,0,-0.7012999,0.9670295,0.6175103,0.09196252,-0.5705655
2750,0,-0.8401124,1.375077,0.2085778,0.606037,0,-0.699495,0.9675814,0.6178377,0.137589,-1.251319
2765,0,-0.8411807,1.372115,0.2011735,0.5761788,0,-0.697952,0.9680507,0.6181506,0.1176439,-1.492912
2779,0,-0.8418052,1.36928,0.1940952,0.5536768,0,-0.6966827,0.9683453,0.6183447,0.09534285,-1.125097
2792,0,-0.8424814,1.366052,0.1877848,0.5018665,0,-0.695311,0.9685457,0.6184821,0.09818366,-2.590519
2807,0,-0.8438759,1.362861,0.1820644,0.4842024,0,-0.69384,0.9687291,0.6186026,0.1075341,-0.8832052
2821,0,-0.8453968,1.360129,0.1762459,0.4739186,0,-0.6922691,0.9687648,0.6186503,0.1127914,-0.5141854
2835,0,-0.8471602,1.357079,0.1709802,0.452542,0,-0.6906931,0.9685928,0.6185769,0.113359,-1.068832
2848,0,-0.8486904,1.35376,0.166563,0.4187013,0,-0.689029,0.968341,0.618452,0.12325,-1.692034
2862,0,-0.8496598,1.350441,0.1623386,0.3925667,0,-0.6873505,0.9681033,0.6183647,0.1220696,-1.306732
2876,0,-0.849688,1.346585,0.1591094,0.3576081,0,-0.6858184,0.9680058,0.6183621,0.1091539,-1.747932
2890,0,-0.8484158,1.342951,0.1571258,0.3094276,0,-0.6844401,0.9679426,0.6183636,0.09856314,-2.409024
2904,0,-0.8468699,1.339906,0.1554022,0.2779687,0,-0.6831543,0.9678862,0.6183643,0.09353057,-1.572943
2918,0,-0.8452998,1.336979,0.1538935,0.2603859,0,-0.681931,0.9678751,0.6183699,0.08731628,-0.8791402
2932,0,-0.8436259,1.334274,0.1529534,0.2373109,0,-0.6807619,0.9679236,0.6184183,0.08378334,-1.153752
2945,0,-0.841996,1.331693,0.1517724,0.2363407,0,-0.679574,0.9679608,0.6184958,0.08600127,-0.04850626
2960,0,-0.8405249,1.329463,0.1509991,0.1992143,0,-0.6784604,0.9679684,0.6185521,0.07986762,-1.85632
2974,0,-0.839509,1.327503,0.1502067,0.167998,0,-0.6774428,0.9679554,0.6185914,0.07294378,-1.560818
2988,0,-0.8389764,1.325777,0.1493024,0.1454092,0,-0.6765157,0.9680095,0.6186633,0.06704555,-1.129439
3001,0,-0.8385391,1.324119,0.148508,0.1345008,0,-0.6756438,0.9681872,0.6187971,0.06406914,-0.545419
3016,0,-0.8378758,1.322536,0.1479658,0.1298716,0,-0.6748015,0.9683983,0.6189735,0.06391487,-0.231459
3030,0,-0.8371692,1.321273,0.1476758,0.1068673,0,-0.6740514,0.9685208,0.6190782,0.05555987,-1.150216
3044,0,-0.8365303,1.320379,0.1474109,0.08084246,0,-0.6733546,0.9685233,0.619074,0.04982801,-1.301242
3057,0,-0.8363078,1.319843,0.1471702,0.04502527,0,-0.6727285,0.9684945,0.619036,0.04499736,-1.79086
3072,0,-0.8361362,1.31918,0.1469058,0.05197596,0,-0.6721883,0.9684471,0.6189952,0.0385176,0.3475346
3085,0,-0.8362291,1.318436,0.1466756,0.05721634,0,-0.6718684,0.9683942,0.6189622,0.02376482,0.262019
3099,0,-0.8371333,1.317854,0.1462399,0.08325835,0,-0.6718057,0.9682947,0.618938,0.008619241,1.3021
3112,0,-0.8379802,1.317742,0.14576,0.07055143,0,-0.6718991,0.9681959,0.6188907,0.01036024,-0.6353461
3127,0,-0.8391116,1.317861,0.145273,0.08911713,0,-0.6720951,0.9680868,0.6188158,0.01702983,0.9282854
3141,0,-0.8400282,1.318268,0.1451909,0.07173627,0,-0.6723665,0.9680197,0.6187493,0.02048428,-0.8690432
4255,0,-0.5726859,1.196439,0.4140208,27.89165,0,-0.6927915,0.9606102,0.6157019,1.536678,1390.995
4269,0,-0.5725867,1.196319,0.4143764,0.02812675,0,-0.6926765,0.9607456,0.61573,0.01303387,-1393.176
4282,0,-0.5723103,1.195845,0.4154716,0.08799163,0,-0.6923701,0.9609733,0.6158567,0.02888681,2.993244
4296,0,-0.572322,1.195678,0.416207,0.0537117,0,-0.6918476,0.9614389,0.6161515,0.05408443,-1.713997
4310,0,-0.5725241,1.196212,0.4164449,0.04592647,0,-0.6911794,0.9620106,0.6165645,0.07211713,-0.3892612
4324,0,-0.5728344,1.197192,0.4166351,0.07326162,0,-0.6902921,0.9627714,0.6171442,0.09141901,1.366757
4338,0,-0.5732609,1.198753,0.4168557,0.1180857,0,-0.6892771,0.9634756,0.6176779,0.09732313,2.241203
4352,0,-0.5738385,1.2011,0.4172362,0.1748644,0,-0.6885029,0.9643406,0.6182578,0.09274882,2.838938
4366,0,-0.5743119,1.203127,0.4170882,0.1509934,0,-0.6874822,0.9651583,0.6189021,0.1054827,-1.193553
4380,0,-0.5749167,1.205698,0.4165092,0.1921984,0,-0.6861579,0.9657131,0.6193613,0.1071351,2.060252
4394,0,-0.5756332,1.208339,0.4157156,0.2082117,0,-0.6848087,0.965912,0.6196216,0.101473,0.8006655
4408,0,-0.5765131,1.211761,0.4145846,0.2638834,0,-0.6835213,0.9659337,0.6198681,0.09324704,2.783582
4421,0,-0.577514,1.216069,0.4132451,0.336161,0,-0.6822679,0.9659581,0.619965,0.0914665,3.613885
4436,0,-0.5786749,1.221103,0.4116054,0.3892964,0,-0.681055,0.9658943,0.6199908,0.0872544,2.656768
4449,0,-0.5799593,1.227149,0.4094558,0.4668216,0,-0.6800246,0.965861,0.6200441,0.07363506,3.876257
4464,0,-0.581591,1.234683,0.4066481,0.5884945,0,-0.6791728,0.9658167,0.6200938,0.06129412,6.083647
4478,0,-0.5838019,1.24379,0.4028299,0.7321745,0,-0.6784854,0.9658672,0.6201478,0.0500203,7.183999
4491,0,-0.5864631,1.254218,0.3981333,0.8328539,0,-0.6778954,0.9661999,0.6203078,0.04936529,5.03397
4506,0,-0.5894709,1.265469,0.3928945,0.9190806,0,-0.6773909,0.9665239,0.6205258,0.04591234,4.311335
4519,0,-0.5929499,1.277049,0.3867331,0.9805508,0,-0.6775206,0.9667289,0.620652,0.01975978,3.073514
4533,0,-0.5970717,1.289011,0.3794969,1.046015,0,-0.6772162,0.9671659,0.6208823,0.04164497,3.273228
4547,0,-0.6018583,1.301182,0.371002,1.099069,0,-0.6766082,0.9677072,0.6211918,0.06137451,2.652657
4561,0,-0.6075813,1.313443,0.3611181,1.228509,0,-0.6759905,0.968209,0.6214815,0.06209518,6.472039
4575,0,-0.6142731,1.32538,0.3500554,1.257958,0,-0.6752647,0.9687247,0.6217735,0.06698638,1.472443
4589,0,-0.6212406,1.336555,0.3393483,1.21297,0,-0.6747351,0.9690326,0.621949,0.04553867,-2.24942
4603,0,-0.6285039,1.347198,0.3288899,1.202379,0,-0.6746233,0.9690374,0.6219363,0.008160367,-0.5295157
4617,0,-0.636374,1.357025,0.3181531,1.192451,0,-0.6743776,0.9690224,0.6219277,0.01775038,-0.4964232
4631,0,-0.6449513,1.366046,0.3071582,1.190469,0,-0.6738953,0.9690388,0.6219334,0.03459086,-0.09908676
4644,0,-0.653915,1.37504,0.2961991,1.207972,0,-0.6734189,0.9690464,0.6219251,0.03431584,0.8751392
4658,0,-0.6645346,1.383157,0.2846228,1.256747,0,-0.672747,0.9690292,0.6218699,0.04793097,2.438724
4672,0,-0.6747604,1.390391,0.2738803,1.184952,0,-0.672042,0.9689668,0.6217335,0.0517582,-3.58972
4686,0,-0.6845397,1.396654,0.26369,1.115117,0,-0.6713414,0.968894,0.6216089,0.05163292,-3.491747
4701,0,-0.6947539,1.401535,0.2538885,1.06979,0,-0.6706471,0.9687996,0.6214955,0.0507054,-2.266365
4714,0,-0.7054361,1.405203,0.2446958,1.05111,0,-0.6701959,0.9687899,0.6214813,0.03259516,-0.9339929
4728,0,-0.7156115,1.408918,0.2359457,0.9959347,0,-0.6698239,0.9688668,0.621551,0.02762117,-2.758768
4742,0,-0.7262199,1.411594,0.2276906,1.003244,0,-0.669134,0.969074,0.6217178,0.05412007,0.3654569
4756,0,-0.7377449,1.413834,0.2197456,0.9961936,0,-0.668601,0.969343,0.6219244,0.04439633,-0.3525078
4770,0,-0.7496708,1.41672,0.2117916,1.059051,0,-0.6684241,0.9696112,0.6220843,0.02599042,3.142858
4783,0,-0.7621545,1.417538,0.2040484,1.046637,0,-0.668466,0.9698157,0.6221837,0.01644645,-0.6206751
4798,0,-0.7735124,1.41633,0.1961441,0.9987286,0,-0.6685473,0.9699508,0.6222734,0.0130469,-2.395433
4811,0,-0.7842495,1.413313,0.1881892,0.9917232,0,-0.6685004,0.9702556,0.6224642,0.0262537,-0.3502697
4826,0,-0.7944374,1.409025,0.1804524,0.9669446,0,-0.6683791,0.9707239,0.6227443,0.04005897,-1.238933
4839,0,-0.8042228,1.403938,0.1732141,0.9490805,0,-0.6682546,0.9707951,0.6228182,0.01160958,-0.8932054
4854,0,-0.8136238,1.397983,0.1663011,0.9393641,0,-0.6681117,0.9709147,0.6229041,0.01471227,-0.4858196
4867,0,-0.8227018,1.391321,0.1599516,0.9283699,0,-0.6679524,0.9710224,0.6229923,0.01519054,-0.5497098
4881,0,-0.8305963,1.384406,0.1546283,0.8306352,0,-0.667787,0.9711274,0.6230978,0.01570732,-4.886732
4895,0,-0.8372224,1.377561,0.1502724,0.7675234,0,-0.6676284,0.9712994,0.6232303,0.01970146,-3.155592
4908,0,-0.8428161,1.37079,0.1465202,0.6818716,0,-0.6671968,0.9719961,0.6237397,0.06889359,-4.282591
4923,0,-0.848032,1.364453,0.1433691,0.6398225,0,-0.667047,0.9725493,0.6241481,0.05121547,-2.102456
4937,0,-0.8528308,1.358794,0.1406126,0.5585972,0,-0.6670644,0.9727899,0.6243441,0.02193777,-4.061264
4950,0,-0.8560487,1.353735,0.1389148,0.4524255,0,-0.6672151,0.9727294,0.6243018,0.01218438,-5.308583
4967,0,-0.8578209,1.349321,0.1380295,0.3449496,0,-0.667429,0.9724261,0.6241133,0.02967965,-5.373796
4979,0,-0.8599252,1.345134,0.1368988,0.3510636,0,-0.6675625,0.9721697,0.6239364,0.02467807,0.3056988
4992,0,-0.8602454,1.341797,0.136667,0.2394546,0,-0.6677885,0.9718555,0.6236964,0.03245774,-5.580451
5006,0,-0.8610989,1.33851,0.1359652,0.2490116,0,-0.6682804,0.9712147,0.6232204,0.06732902,0.4778497
5021,0,-0.8619749,1.335472,0.1351776,0.2353198,0,-0.6688005,0.9705994,0.6227537,0.06723464,-0.6845877
5035,0,-0.8621575,1.333011,0.1346132,0.179312,0,-0.6694916,0.9697824,0.6221615,0.086629,-2.800391
5049,0,-0.8617343,1.331145,0.1341308,0.1427924,0,-0.6704266,0.9687751,0.6214408,0.1123313,-1.825982
5063,0,-0.8617827,1.329392,0.1334843,0.1337252,0,-0.6713418,0.967894,0.6207856,0.1022659,-0.4533589
5076,0,-0.8616313,1.32839,0.1330464,0.08026227,0,-0.6723633,0.9669633,0.6200687,0.1131906,-2.673146
5090,0,-0.8612139,1.32805,0.1328469,0.04075634,0,-0.6731035,0.9662736,0.6195489,0.08076243,-1.975297
5104,0,-0.8612411,1.327838,0.1326149,0.02269599,0,-0.6737629,0.9657843,0.6191179,0.06659396,-0.9030174
5118,0,-0.8609144,1.329453,0.1329489,0.1210487,0,-0.6742995,0.9654509,0.6187835,0.05144054,4.917638
5131,0,-0.8603812,1.331343,0.1335006,0.1450897,0,-0.6747627,0.9652725,0.6185287,0.03970011,1.202046
5146,0,-0.8603165,1.331542,0.1332717,0.02262006,0,-0.675202,0.9652897,0.6183483,0.03461913,-6.12348
5160,0,-0.8599043,1.331729,0.1331838,0.03305515,0,-0.6754428,0.9653558,0.6182818,0.01853097,0.5217543
5174,0,-0.8590959,1.331714,0.133013,0.05931994,0,-0.6754148,0.9654387,0.6183047,0.00649819,1.313239
5187,0,-0.8583878,1.331735,0.1329251,0.0512072,0,-0.6752378,0.9654314,0.6182904,0.01274601,-0.4056366
5201,0,-0.857356,1.331975,0.1330421,0.076426,0,-0.6747173,0.9653356,0.6182624,0.03800674,1.26094
5215,0,-0.8564265,1.33213,0.1331362,0.06713025,0,-0.6741187,0.9650644,0.6181266,0.04756783,-0.4647877
5230,0,-0.8560826,1.332144,0.1331298,0.02487091,0,-0.6733681,0.9647426,0.6179712,0.0600501,-2.112967
5243,0,-0.8552718,1.332124,0.1330796,0.05879017,0,-0.6726754,0.9645413,0.617954,0.05220906,1.695963
5257,0,-0.8541058,1.332247,0.1331301,0.08422343,0,-0.6721388,0.9643567,0.6179051,0.04087011,1.271663
5271,0,-0.8534884,1.332416,0.1332434,0.04677896,0,-0.6710629,0.9638656,0.6177547,0.0857969,-1.872224
5285,0,-0.8534579,1.332398,0.1333008,0.004807401,0,-0.6698133,0.9633927,0.6176509,0.09558617,-2.098578
5299,0,-0.8529588,1.332284,0.1333928,0.03739994,0,-0.6691121,0.9631352,0.6176426,0.05371293,1.629627
5313,0,-0.8517634,1.332099,0.1335755,0.08822505,0,-0.6685547,0.9628938,0.6176,0.04391011,2.541256
5326,0,-0.8508154,1.331016,0.1336792,0.1039687,0,-0.6682335,0.9627668,0.6175385,0.02528308,0.7871844
