time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration,
313,31,-3.904391,1.031545,-4.622133,1.150556,0,-3.424208,1.236481,-4.519913,0.1744789,4.811067,0,8
329,31,-3.89328,1.038285,-4.631109,1.120217,0,-3.423009,1.236854,-4.519577,0.09219053,-1.516956,0,8
342,31,-3.882488,1.044436,-4.639859,1.081418,0,-3.421895,1.2372,-4.519252,0.08619136,-1.939946,0,8
357,31,-3.871862,1.050034,-4.648303,1.061175,0,-3.42083,1.237447,-4.51882,0.0849568,-1.012146,0,8
371,31,-3.861503,1.055197,-4.656455,1.022432,0,-3.419778,1.237646,-4.518307,0.08578003,-1.937163,0,8
386,31,-3.850661,1.059859,-4.664573,1.030034,0,-3.41864,1.237831,-4.517663,0.09493407,0.3800869,0,8
401,31,-3.839312,1.063672,-4.672555,1.031609,0,-3.418264,1.23796,-4.517169,0.04544589,0.0787437,0,8
413,31,-3.828459,1.067285,-4.680365,0.9985231,0,-3.417322,1.23806,-4.516607,0.07939068,-1.654276,0,8
429,31,-3.817819,1.070006,-4.687819,0.9408785,0,-3.415346,1.238129,-4.515611,0.1569446,-2.88223,0,8
439,31,-3.807214,1.073179,-4.695385,0.9665762,0,-3.413269,1.238205,-4.51456,0.1679146,1.284885,0,8
455,31,-3.79641,1.07411,-4.702388,0.9204159,0,-3.410928,1.238521,-4.513294,0.1911068,-2.308011,0,8
470,31,-3.785836,1.074683,-4.709095,0.911745,0,-3.408948,1.238793,-4.512242,0.1642558,-0.4335463,0,8
481,31,-3.775617,1.075953,-4.715901,0.8955188,0,-3.406992,1.238938,-4.511312,0.157489,-0.8113116,0,8
495,31,-3.766603,1.075762,-4.721943,0.7730766,0,-3.404855,1.238996,-4.510395,0.1656898,-6.122109,0,8
512,31,-3.758972,1.074644,-4.727213,0.6596202,0,-3.402542,1.239046,-4.509512,0.17485,-5.672822,0,8
524,31,-3.750548,1.07389,-4.732898,0.7482643,0,-3.400245,1.239136,-4.508639,0.1806103,4.432204,0,8
538,31,-3.742731,1.071663,-4.738219,0.6972248,0,-3.397543,1.239591,-4.507621,0.2097887,-2.551973,0,8
553,31,-3.735871,1.068457,-4.743036,0.64147,0,-3.394978,1.240097,-4.50663,0.1998331,-2.787742,0,8
565,31,-3.729422,1.065522,-4.747873,0.616524,0,-3.392632,1.240445,-4.505679,0.1835943,-1.247296,0,8
581,31,-3.723686,1.061546,-4.752295,0.5822393,0,-3.390285,1.240748,-4.5048,0.1779142,-1.714239,0,8
594,31,-3.718055,1.05761,-4.756403,0.5939536,0,-3.387893,1.241071,-4.503922,0.1905854,0.585717,0,8
607,31,-3.712419,1.053298,-4.760113,0.5712661,0,-3.385422,1.241299,-4.503138,0.1856177,-1.134378,0,8
622,31,-3.70726,1.047996,-4.763474,0.5805901,0,-3.38287,1.241309,-4.502472,0.1884888,0.4662037,0,8
636,31,-3.702971,1.042238,-4.76632,0.5548967,0,-3.380298,1.241045,-4.502007,0.1887841,-1.284671,0,8
649,31,-3.699154,1.037117,-4.768896,0.4974711,0,-3.377931,1.240866,-4.501486,0.1754869,-2.871279,0,8
661,31,-3.695591,1.03242,-4.771491,0.4689119,0,-3.375756,1.240821,-4.500937,0.1633188,-1.42796,0,8
677,31,-3.692519,1.027964,-4.773343,0.4014732,0,-3.37401,1.240772,-4.500508,0.1262487,-3.371935,0,8
691,31,-3.689528,1.024179,-4.775058,0.3723071,0,-3.372198,1.240707,-4.500053,0.1359349,-1.458305,0,8
705,31,-3.687569,1.020124,-4.776458,0.3347674,0,-3.370451,1.240674,-4.499686,0.1267675,-1.876986,0,8
719,31,-3.68595,1.015833,-4.777524,0.340021,0,-3.368697,1.240728,-4.499323,0.129368,0.2626821,0,8
735,31,-3.684365,1.012087,-4.778145,0.2954232,0,-3.366974,1.240903,-4.499033,0.1261104,-2.229895,0,8
744,31,-3.68187,1.009635,-4.778927,0.2625763,0,-3.365247,1.240908,-4.498796,0.1277228,-1.642342,0,8
761,31,-3.679832,1.008772,-4.779182,0.1575307,0,-3.363656,1.240801,-4.498804,0.1126855,-5.25228,0,8
775,31,-3.678401,1.007382,-4.779384,0.1453598,0,-3.362048,1.240886,-4.498752,0.1168259,-0.6085448,0,8
789,31,-3.676363,1.00495,-4.780343,0.2372386,0,-3.36143,1.240939,-4.498782,0.04442842,4.59394,0,8
803,31,-3.678432,1.005285,-4.778619,0.1918157,0,-3.359562,1.241303,-4.498963,0.1351495,-2.271148,0,8
818,31,-3.679412,1.005423,-4.777859,0.09071545,0,-3.358242,1.241509,-4.499059,0.09738589,-5.055011,0,8
1539,31,-3.700882,0.9185007,-4.504053,20.29202,0,-3.378868,1.223166,-4.522157,2.535293,1010.065,0,7
1555,31,-3.70077,0.9153989,-4.504547,0.2106986,0,-3.37828,1.223444,-4.522214,0.04379233,-1004.066,0,7
1567,31,-3.700395,0.9148356,-4.505435,0.08688081,0,-3.377424,1.223791,-4.522291,0.07211359,-6.190891,0,7
1580,31,-3.700087,0.9146248,-4.506097,0.05431768,0,-3.376388,1.224195,-4.522336,0.07945155,-1.628157,0,7
1596,31,-3.701272,0.9188365,-4.507987,0.3430786,0,-3.374967,1.224632,-4.522382,0.1070605,14.43804,0,7
1610,31,-3.702568,0.9217879,-4.509571,0.2594618,0,-3.373735,1.224918,-4.52243,0.09143005,-4.180835,0,7
1624,31,-3.704421,0.9261589,-4.511412,0.3594097,0,-3.371273,1.22536,-4.522511,0.176688,4.997394,0,7
1640,31,-3.70604,0.9312485,-4.513712,0.3962694,0,-3.369573,1.22516,-4.522609,0.1167943,1.842986,0,7
1650,31,-3.706803,0.9356149,-4.51586,0.3543808,0,-3.368484,1.224784,-4.522694,0.08311665,-2.094433,0,7
1664,31,-3.7069,0.941679,-4.518911,0.5166667,0,-3.367325,1.224586,-4.522638,0.08960715,8.114293,0,7
1679,31,-3.706672,0.9481082,-4.5227,0.5482379,0,-3.366073,1.224642,-4.52233,0.09473792,1.578563,0,7
1693,31,-3.706783,0.9537972,-4.526414,0.4904498,0,-3.364791,1.225255,-4.521777,0.1101103,-2.889407,0,7
1708,31,-3.706556,0.9606327,-4.531444,0.605282,0,-3.363809,1.225863,-4.521162,0.09328217,5.741611,0,7
1721,31,-3.706093,0.9672375,-4.53627,0.5893637,0,-3.363077,1.226145,-4.520752,0.06361894,-0.7959157,0,7
1735,31,-3.705168,0.974342,-4.541945,0.6469551,0,-3.363555,1.225917,-4.520703,0.03764567,2.879569,0,7
1749,31,-3.703937,0.9815798,-4.548151,0.694754,0,-3.363112,1.225848,-4.520474,0.03640918,2.389947,0,7
1765,31,-3.702113,0.9886628,-4.555065,0.7220588,0,-3.362329,1.225865,-4.520121,0.0616391,1.365241,0,7
1775,31,-3.700543,0.9950824,-4.561497,0.6636645,0,-3.362045,1.225899,-4.519995,0.02247572,-2.919719,0,7
1791,31,-3.699006,1.001472,-4.569375,0.7313073,0,-3.361696,1.226076,-4.51984,0.03002858,3.38214,0,7
1806,31,-3.698294,1.008039,-4.577307,0.7453523,0,-3.360911,1.226435,-4.519465,0.06795436,0.702253,0,7
1816,31,-3.697429,1.014428,-4.584635,0.7042307,0,-3.360608,1.226533,-4.519318,0.02527497,-2.056083,0,7
1831,31,-3.696311,1.020563,-4.593402,0.7686941,0,-3.360296,1.226622,-4.519193,0.02486901,3.223172,0,7
1848,31,-3.694957,1.025827,-4.602437,0.7570658,0,-3.359812,1.226771,-4.519025,0.0383074,-0.5814165,0,7
1860,31,-3.694036,1.030959,-4.610678,0.7123888,0,-3.359546,1.226811,-4.518956,0.02024765,-2.233848,0,7
1876,31,-3.69339,1.035319,-4.619385,0.6945406,0,-3.358655,1.226983,-4.518678,0.06756025,-0.8924097,0,7
1887,31,-3.692155,1.039796,-4.627941,0.6967334,0,-3.357703,1.227274,-4.518293,0.07639966,0.1096368,0,7
1900,31,-3.690632,1.044637,-4.636234,0.6971357,0,-3.357202,1.227447,-4.518025,0.04260527,0.02011657,0,7
1916,31,-3.688763,1.050164,-4.644391,0.7142027,0,-3.356906,1.227367,-4.517818,0.02627132,0.8533508,0,7
1930,31,-3.687744,1.055335,-4.652177,0.6677145,0,-3.35665,1.227275,-4.517575,0.02592441,-2.324411,0,7
1945,31,-3.686898,1.05912,-4.659799,0.6298163,0,-3.356452,1.227233,-4.517329,0.02352713,-1.894909,0,7
1956,31,-3.685522,1.062488,-4.667476,0.6173802,0,-3.356336,1.227171,-4.517155,0.01582433,-0.6218046,0,7
1970,31,-3.68349,1.063933,-4.674772,0.5436286,0,-3.35613,1.227049,-4.516809,0.02968245,-3.687582,0,7
1987,31,-3.682141,1.063941,-4.681836,0.5182476,0,-3.355923,1.226969,-4.516411,0.03284007,-1.269048,0,7
2001,31,-3.68165,1.063728,-4.68892,0.5107802,0,-3.355657,1.226821,-4.515857,0.04544884,-0.3733695,0,7
2011,31,-3.680801,1.063963,-4.69604,0.5170504,0,-3.355459,1.226683,-4.515374,0.03887559,0.3135085,0,7
2029,31,-3.681041,1.062236,-4.702732,0.4930342,0,-3.355247,1.226481,-4.514653,0.05550626,-1.200809,0,7
2041,31,-3.681413,1.060718,-4.709513,0.5060461,0,-3.355099,1.226312,-4.513958,0.05312723,0.6505951,0,7
2055,31,-3.681412,1.058203,-4.716002,0.4940741,0,-3.354814,1.226222,-4.512991,0.07179325,-0.598602,0,7
2067,31,-3.680948,1.055129,-4.722384,0.513982,0,-3.354578,1.226236,-4.512584,0.03413901,0.9953961,0,7
2084,31,-3.680659,1.050621,-4.728324,0.5302538,0,-3.354165,1.226218,-4.51207,0.04685786,0.8135885,0,7
2098,31,-3.679921,1.047622,-4.733769,0.4517835,0,-3.353799,1.22615,-4.511766,0.03466851,-3.923515,0,7
2112,31,-3.679331,1.044404,-4.738811,0.4322186,0,-3.353337,1.226032,-4.511418,0.04240768,-0.9782463,0,7
2123,31,-3.67899,1.041041,-4.744101,0.4541171,0,-3.352986,1.225968,-4.511118,0.03376794,1.09493,0,7
2139,31,-3.679033,1.036359,-4.748571,0.4596721,0,-3.352105,1.225867,-4.510378,0.08201873,0.2777472,0,7
2155,31,-3.679516,1.03175,-4.752728,0.4457676,0,-3.351115,1.225869,-4.509693,0.08615457,-0.6952256,0,7
2167,31,-3.679718,1.02735,-4.756475,0.4142208,0,-3.349787,1.226019,-4.508965,0.1090136,-1.577342,0,7
2179,31,-3.679768,1.022878,-4.760008,0.4110475,0,-3.348699,1.226199,-4.508516,0.08590376,-0.1586631,0,7
2193,31,-3.679984,1.018424,-4.762729,0.3780392,0,-3.347674,1.226344,-4.508202,0.07826883,-1.650412,0,7
2211,31,-3.680588,1.014372,-4.765341,0.3496936,0,-3.347254,1.226301,-4.508192,0.03038401,-1.417284,0,7
2220,31,-3.681214,1.010182,-4.768237,0.3707404,0,-3.346982,1.226286,-4.50815,0.01996992,1.052342,0,7
2238,31,-3.682871,1.006063,-4.769742,0.3279034,0,-3.34574,1.226285,-4.507864,0.08909805,-2.141848,0,7
2250,31,-3.683897,1.002007,-4.771698,0.3374976,0,-3.344615,1.226341,-4.507622,0.08423433,0.4797086,0,7
2262,31,-3.685226,0.9984686,-4.7734,0.2988491,0,-3.343216,1.226535,-4.507326,0.1039735,-1.932426,0,7
2279,31,-3.686295,0.9946803,-4.774577,0.2944942,0,-3.341667,1.226795,-4.507066,0.1141251,-0.2177477,0,7
2292,31,-3.686648,0.9923024,-4.775498,0.1851461,0,-3.341069,1.226811,-4.507077,0.0430943,-5.467404,0,7
2306,31,-3.686764,0.9911782,-4.776173,0.09467879,0,-3.340933,1.226728,-4.507173,0.01333759,-4.523365,0,7
2320,31,-3.687264,0.9897472,-4.776597,0.1119173,0,-3.340269,1.226658,-4.507208,0.04760034,0.8619268,0,7
2334,31,-3.688109,0.989096,-4.776889,0.07996061,0,-3.338913,1.226631,-4.50723,0.0980364,-1.597836,0,7
3112,31,-3.590591,0.9336149,-4.497168,21.53432,0,-3.342432,1.221352,-4.501181,0.626326,1072.718,0,5
3127,31,-3.58988,0.9342699,-4.497706,0.07475732,0,-3.342483,1.221188,-4.500675,0.03604825,-1072.978,0,5
3141,31,-3.590208,0.9356976,-4.497824,0.1115433,0,-3.342475,1.221075,-4.500352,0.02596772,1.839301,0,5
3153,31,-3.590719,0.9374475,-4.497538,0.1316467,0,-3.342396,1.220927,-4.499947,0.03130716,1.005168,0,5
3169,31,-3.590694,0.9408478,-4.497304,0.2339551,0,-3.342241,1.220806,-4.499466,0.03564136,5.115418,0,5
3186,31,-3.590378,0.9480938,-4.497054,0.5145939,0,-3.342032,1.220784,-4.499024,0.03473064,14.03194,0,5
3197,31,-3.590672,0.9533246,-4.496985,0.4088682,0,-3.341928,1.220781,-4.498866,0.01475044,-5.286287,0,5
3211,31,-3.590666,0.960072,-4.497439,0.47128,0,-3.341715,1.220732,-4.498556,0.02648125,3.120594,0,5
3227,31,-3.589549,0.9677255,-4.49868,0.581176,0,-3.341583,1.220638,-4.498369,0.01828681,5.494797,0,5
3238,31,-3.588058,0.9750859,-4.500469,0.5552915,0,-3.341392,1.220407,-4.498067,0.03063348,-1.294225,0,5
3250,31,-3.586857,0.9822537,-4.503004,0.5541322,0,-3.341267,1.220062,-4.497864,0.03020018,-0.05796254,0,5
3268,31,-3.586896,0.9904548,-4.506844,0.6424198,0,-3.341199,1.219789,-4.497808,0.02031813,4.414377,0,5
3279,31,-3.587273,0.9983907,-4.510512,0.6359658,0,-3.341114,1.219705,-4.497803,0.008682793,-0.3226995,0,5
3293,31,-3.588704,1.006817,-4.515678,0.7160993,0,-3.340906,1.219719,-4.497846,0.01529185,4.006675,0,5
3310,31,-3.590868,1.014156,-4.522004,0.7088327,0,-3.340571,1.220016,-4.497907,0.03224954,-0.3633261,0,5
3322,31,-3.592297,1.020525,-4.528381,0.6618026,0,-3.340388,1.220446,-4.497939,0.03395122,-2.351505,0,5
3336,31,-3.593144,1.026212,-4.535089,0.6275179,0,-3.34023,1.220882,-4.497978,0.03307466,-1.714236,0,5
3349,31,-3.593759,1.031394,-4.542124,0.6292568,0,-3.339991,1.221917,-4.498082,0.07668385,0.0869453,0,5
3364,31,-3.595037,1.036354,-4.549905,0.6646678,0,-3.339962,1.222889,-4.498144,0.06948176,1.770547,0,5
3379,31,-3.596544,1.042058,-4.557357,0.6669101,0,-3.340033,1.22345,-4.498145,0.03968008,0.1121134,0,5
3392,31,-3.598276,1.047845,-4.565367,0.7423904,0,-3.340207,1.224198,-4.49814,0.0568247,3.774017,0,5
3404,31,-3.600178,1.053526,-4.573479,0.7275997,0,-3.340388,1.224651,-4.498128,0.0352181,-0.7395357,0,5
3421,31,-3.602596,1.058015,-4.58263,0.7421404,0,-3.340776,1.225685,-4.498018,0.07863905,0.7270336,0,5
3434,31,-3.604479,1.062123,-4.591298,0.7074047,0,-3.341124,1.226643,-4.497848,0.07478715,-1.736781,0,5
3446,31,-3.606392,1.065452,-4.600254,0.6966195,0,-3.341351,1.227072,-4.49774,0.0355677,-0.5392641,0,5
3463,31,-3.609334,1.065868,-4.610569,0.7772417,0,-3.341758,1.2276,-4.497586,0.04951696,4.031113,0,5
3477,31,-3.612041,1.066988,-4.620245,0.7226754,0,-3.342142,1.22797,-4.497416,0.04002242,-2.728316,0,5
3489,31,-3.614325,1.067812,-4.62999,0.7281539,0,-3.342429,1.228274,-4.497252,0.03260322,0.2739251,0,5
3504,31,-3.616203,1.068505,-4.639662,0.7052867,0,-3.342885,1.228867,-4.496833,0.06118703,-1.14336,0,5
3516,31,-3.617939,1.070493,-4.648956,0.6915419,0,-3.343238,1.229416,-4.496397,0.05615135,-0.6872416,0,5
3532,31,-3.620091,1.070561,-4.658511,0.6980852,0,-3.34342,1.229848,-4.49581,0.05354525,0.3271669,0,5
3543,31,-3.622161,1.069141,-4.668069,0.7213837,0,-3.343309,1.229906,-4.495584,0.01884698,1.164925,0,5
3557,31,-3.623041,1.065754,-4.677631,0.7305459,0,-3.343109,1.229729,-4.495489,0.0203448,0.4581094,0,5
3574,31,-3.622159,1.060266,-4.687053,0.7841587,0,-3.343028,1.229528,-4.495361,0.01800586,2.680641,0,5
3586,31,-3.6206,1.055872,-4.696032,0.7271612,0,-3.343025,1.229471,-4.495063,0.02181048,-2.849877,0,5
3601,31,-3.619103,1.052683,-4.704487,0.6483008,0,-3.342996,1.229327,-4.494727,0.02595592,-3.94302,0,5
3614,31,-3.619075,1.049852,-4.712724,0.6297665,0,-3.342967,1.229156,-4.494481,0.02181933,-0.9267122,0,5
3628,31,-3.621053,1.044475,-4.720914,0.7138917,0,-3.34301,1.228952,-4.494171,0.02665665,4.206261,0,5
3645,31,-3.624139,1.035651,-4.729113,0.9013042,0,-3.343316,1.2286,-4.493667,0.04979464,9.370623,0,5
3656,31,-3.625985,1.027207,-4.736588,0.8237253,0,-3.343874,1.228194,-4.493145,0.06234333,-3.878945,0,5
3669,31,-3.626851,1.02078,-4.742581,0.6330224,0,-3.345329,1.227418,-4.492154,0.1379313,-9.535143,0,5
3684,31,-3.627275,1.018106,-4.747579,0.4050524,0,-3.346556,1.226929,-4.491329,0.1109674,-11.3985,0,5
3698,31,-3.627779,1.01778,-4.751779,0.3053334,0,-3.346988,1.226859,-4.49069,0.05575167,-4.98595,0,5
3713,31,-3.628739,1.015738,-4.756191,0.3582751,0,-3.347002,1.226859,-4.49004,0.0469997,2.647083,0,5
3726,31,-3.630081,1.01156,-4.760647,0.4500387,0,-3.346725,1.226926,-4.48973,0.0303263,4.588181,0,5
3741,31,-3.632257,1.004322,-4.764389,0.5843654,0,-3.346389,1.227034,-4.489856,0.02601526,6.716338,0,5
3754,31,-3.634118,0.997185,-4.767994,0.6090775,0,-3.346342,1.226993,-4.489576,0.02127116,1.235604,0,5
3769,31,-3.636057,0.9913902,-4.770049,0.4579493,0,-3.34629,1.226747,-4.488622,0.0700894,-7.556412,0,5
3780,31,-3.637766,0.9874702,-4.77249,0.3549562,0,-3.3461,1.226662,-4.488369,0.02362988,-5.149655,0,5
3796,31,-3.639455,0.9859946,-4.773493,0.1763653,0,-3.34583,1.22664,-4.488409,0.01965864,-8.929544,0,5
3810,31,-3.641145,0.9852095,-4.774264,0.144915,0,-3.345425,1.226502,-4.487964,0.04438128,-1.572514,0,5
3824,31,-3.64278,0.9839286,-4.775005,0.156695,0,-3.344805,1.226414,-4.487388,0.06045224,0.5890005,0,5
3837,31,-3.644226,0.9830755,-4.775501,0.1279843,0,-3.344382,1.226441,-4.487143,0.03576111,-1.435536,0,5
4644,31,-3.241517,0.9293714,-4.472148,35.86561,0,-3.256938,1.254776,-4.428035,7.73035,1786.881,0,6
4658,31,-3.240828,0.9337291,-4.472481,0.2965699,0,-3.256313,1.253213,-4.426567,0.1497479,-1778.452,0,6
4673,31,-3.242145,0.9397029,-4.474912,0.5069451,0,-3.255952,1.251684,-4.425729,0.1371144,10.51876,0,6
4688,31,-3.245587,0.9469453,-4.479062,0.6430835,0,-3.25588,1.250237,-4.425513,0.1042891,6.806916,0,6
4700,31,-3.248337,0.9533304,-4.482062,0.5199104,0,-3.255496,1.249036,-4.425131,0.09049595,-6.158653,0,6
4715,31,-3.252325,0.9609747,-4.484838,0.6433159,0,-3.254848,1.248074,-4.424772,0.08619113,6.170273,0,6
4729,31,-3.255781,0.966918,-4.487312,0.5643477,0,-3.254279,1.247291,-4.424354,0.08146971,-3.948406,0,6
4740,31,-3.259791,0.9740446,-4.490057,0.6262974,0,-3.254002,1.246827,-4.424129,0.0425155,3.097481,0,6
4757,31,-3.265196,0.9834851,-4.49349,0.8143905,0,-3.254004,1.246672,-4.424056,0.01224367,9.404659,0,6
4770,31,-3.270741,0.9922986,-4.49719,0.8066303,0,-3.25417,1.246899,-4.424197,0.02297357,-0.3880113,0,6
4786,31,-3.277786,1.001428,-4.501595,0.8811193,0,-3.254258,1.246786,-4.424281,0.01181914,3.72445,0,6
4799,31,-3.284737,1.009972,-4.505822,0.8491837,0,-3.254222,1.24592,-4.424222,0.06253586,-1.596779,0,6
4812,31,-3.291724,1.018426,-4.510056,0.84824,0,-3.254382,1.245217,-4.424501,0.05573333,-0.04718602,0,6
4826,31,-3.299681,1.026729,-4.514934,0.8916981,0,-3.254612,1.244982,-4.425204,0.05540091,2.172902,0,6
4841,31,-3.308721,1.034967,-4.52064,0.9449428,0,-3.254809,1.245265,-4.42558,0.03569202,2.662235,0,6
4855,31,-3.317943,1.043659,-4.526418,1.037718,0,-3.255219,1.242921,-4.428262,0.2671427,4.638752,0,6
4867,31,-3.327153,1.052552,-4.532077,1.016949,0,-3.252721,1.241709,-4.42966,0.2258748,-1.03842,0,6
4880,31,-3.336753,1.06135,-4.538065,1.026237,0,-3.24922,1.240813,-4.430711,0.2694234,0.4644036,0,6
4895,31,-3.347168,1.068885,-4.544991,1.038063,0,-3.248172,1.240683,-4.43215,0.1269561,0.5912662,0,6
4909,31,-3.357683,1.075045,-4.55241,1.037142,0,-3.250805,1.241377,-4.433944,0.2370724,-0.04603863,0,6
4924,31,-3.368751,1.079576,-4.560633,1.030906,0,-3.255444,1.242571,-4.435829,0.3656036,-0.31178,0,6
4938,31,-3.379857,1.083868,-4.568876,1.047867,0,-3.260414,1.243768,-4.437574,0.3909217,0.8480191,0,6
4951,31,-3.391436,1.087739,-4.577505,1.075083,0,-3.264834,1.244939,-4.439133,0.3473744,1.360828,0,6
4966,31,-3.403253,1.09122,-4.586187,1.06783,0,-3.268487,1.246199,-4.440525,0.2909885,-0.3626645,0,6
4981,31,-3.415267,1.094726,-4.594759,1.098536,0,-3.271815,1.247694,-4.441639,0.2762601,1.535279,0,6
4991,31,-3.427169,1.098286,-4.603065,1.074905,0,-3.275014,1.249348,-4.442606,0.2682125,-1.181513,0,6
5005,31,-3.439553,1.100902,-4.611641,1.097929,0,-3.278208,1.251064,-4.443464,0.2675703,1.151168,0,6
5024,31,-3.452769,1.102184,-4.620683,1.141998,0,-3.281668,1.252393,-4.444381,0.2714402,2.203447,0,6
5035,31,-3.465456,1.103691,-4.629379,1.126568,0,-3.285093,1.253446,-4.445462,0.2728217,-0.7714927,0,6
5046,31,-3.478332,1.103247,-4.638271,1.122007,0,-3.288798,1.254427,-4.446433,0.2833891,-0.2280533,0,6
5064,31,-3.490583,1.100652,-4.646895,1.08976,0,-3.292598,1.255416,-4.44722,0.2869719,-1.612318,0,6
5077,31,-3.502562,1.098351,-4.655034,1.054464,0,-3.296066,1.256363,-4.447932,0.2635523,-1.764846,0,6
5090,31,-3.513658,1.095224,-4.662393,0.9865175,0,-3.299181,1.257172,-4.448417,0.2347345,-3.397301,0,6
5105,31,-3.524268,1.093239,-4.668828,0.9055207,0,-3.30206,1.257909,-4.448923,0.2172754,-4.04984,0,6
5117,31,-3.535432,1.092193,-4.674936,0.9132966,0,-3.304495,1.258479,-4.449388,0.181936,0.3887951,0,6
5134,31,-3.546385,1.090578,-4.680155,0.8700107,0,-3.305765,1.258726,-4.449653,0.09384336,-2.164292,0,6
5146,31,-3.557055,1.08829,-4.686185,0.8937448,0,-3.307385,1.259118,-4.450136,0.1244534,1.186705,0,6
5160,31,-3.566741,1.08353,-4.692083,0.8888931,0,-3.308459,1.259276,-4.450539,0.08368154,-0.2425849,0,6
5174,31,-3.574987,1.078128,-4.697556,0.8134445,0,-3.309607,1.259318,-4.450887,0.08653443,-3.772432,0,6
5187,31,-3.582901,1.073344,-4.702591,0.7586883,0,-3.310714,1.259317,-4.451007,0.0802324,-2.737811,0,6
5202,31,-3.590163,1.068978,-4.706583,0.669425,0,-3.311378,1.259136,-4.45118,0.05075933,-4.463166,0,6
5215,31,-3.597396,1.06664,-4.710292,0.6071981,0,-3.311436,1.259096,-4.451309,0.01051505,-3.111342,0,6
5229,31,-3.604623,1.064018,-4.714128,0.6176933,0,-3.310201,1.259012,-4.451024,0.09136555,0.5247593,0,6
5242,31,-3.611417,1.059538,-4.718005,0.6445313,0,-3.310155,1.258995,-4.451024,0.003489747,1.3419,0,6
5259,31,-3.6171,1.052687,-4.721653,0.6950793,0,-3.311292,1.259202,-4.451235,0.08491312,2.527401,0,6
5269,31,-3.623166,1.046469,-4.72527,0.6820249,0,-3.312168,1.259462,-4.451302,0.06640641,-0.6527215,0,6
5284,31,-3.628211,1.040608,-4.727994,0.5853989,0,-3.313804,1.25997,-4.451327,0.1222908,-4.831299,0,6
5302,31,-3.631747,1.037137,-4.729673,0.3724124,0,-3.314592,1.260393,-4.451072,0.06621022,-10.64932,0,6
5313,31,-3.636918,1.033536,-4.732438,0.5026479,0,-3.314671,1.260525,-4.450957,0.01402269,6.511775,0,6
5325,31,-3.641942,1.029394,-4.734748,0.4947646,0,-3.314359,1.260674,-4.450734,0.02944612,-0.3941655,0,6
5341,31,-3.64684,1.022252,-4.736613,0.6382846,0,-3.314412,1.260861,-4.450531,0.02024969,7.175997,0,6
