time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration,
343,32,-3.288285,1.054572,-4.514969,0.8310168,0,-3.553809,0.9565366,-4.229844,0.06887087,2.580643,0,6
359,32,-3.295207,1.06306,-4.52151,0.9151056,0,-3.554579,0.9559757,-4.230305,0.07593711,4.204437,0,6
373,32,-3.302312,1.070974,-4.528449,0.9224299,0,-3.555231,0.9553677,-4.230898,0.07778751,0.3662139,0,6
387,32,-3.309976,1.078617,-4.5362,0.9526817,0,-3.555671,0.9547921,-4.231569,0.07064528,1.512593,0,6
404,32,-3.320042,1.086259,-4.546663,1.174837,0,-3.555254,0.954497,-4.232207,0.05852754,11.10775,0,6
413,32,-3.329358,1.093937,-4.556005,1.10339,0,-3.555355,0.9541808,-4.232754,0.04621405,-3.572315,0,6
429,32,-3.340449,1.101742,-4.566811,1.233806,0,-3.555304,0.9535953,-4.234024,0.09958728,6.520772,0,6
443,32,-3.351754,1.109473,-4.577287,1.237926,0,-3.554553,0.9533062,-4.235199,0.1022642,0.2059817,0,6
458,32,-3.363208,1.116156,-4.587824,1.204203,0,-3.553508,0.9532255,-4.236255,0.1057655,-1.68615,0,6
470,32,-3.374146,1.121332,-4.598302,1.169501,0,-3.55263,0.9532779,-4.237007,0.08452878,-1.735055,0,6
483,32,-3.385176,1.125929,-4.608912,1.134947,0,-3.551286,0.953706,-4.237341,0.1029788,-1.727742,0,6
499,32,-3.397197,1.129556,-4.620246,1.213741,0,-3.550331,0.9542803,-4.237397,0.08000624,3.9397,0,6
513,32,-3.409616,1.133193,-4.631554,1.246364,0,-3.550345,0.9545342,-4.237635,0.025234,1.631165,0,6
528,32,-3.422128,1.13593,-4.64243,1.192933,0,-3.551222,0.95457,-4.238014,0.06791665,-2.671552,0,6
540,32,-3.433597,1.138874,-4.652119,1.102127,0,-3.552194,0.9544495,-4.237728,0.07346517,-4.5403,0,6
555,32,-3.443751,1.141556,-4.660364,0.9121485,0,-3.553361,0.9544007,-4.238085,0.08350489,-9.498916,0,6
566,32,-3.453115,1.144491,-4.668006,0.9510174,0,-3.555178,0.9544237,-4.238603,0.1444142,1.943445,0,6
582,32,-3.461418,1.146655,-4.675247,0.7989922,0,-3.555714,0.9546381,-4.238176,0.0511214,-7.601261,0,6
597,32,-3.470733,1.148288,-4.683477,0.9079659,0,-3.555321,0.954831,-4.237819,0.04091751,5.448684,0,6
607,32,-3.480454,1.149381,-4.692362,0.9525654,0,-3.554895,0.9548796,-4.237631,0.03371468,2.229974,0,6
622,32,-3.489999,1.149429,-4.701307,0.9121155,0,-3.554743,0.9548745,-4.237566,0.01157706,-2.022496,0,6
638,32,-3.499565,1.149372,-4.710107,0.9551259,0,-3.555038,0.9548627,-4.237572,0.02174678,2.150521,0,6
653,32,-3.509036,1.149207,-4.718841,0.9223409,0,-3.555956,0.9547211,-4.237589,0.06648245,-1.63925,0,6
666,32,-3.518454,1.148541,-4.727412,0.9218978,0,-3.556345,0.9544902,-4.237491,0.03344912,-0.02215505,0,6
680,32,-3.527763,1.147375,-4.735739,0.892363,0,-3.556568,0.9543011,-4.237223,0.0282134,-1.476738,0,6
691,32,-3.536792,1.146164,-4.743757,0.8708882,0,-3.556472,0.9541963,-4.236743,0.03593615,-1.073739,0,6
707,32,-3.544742,1.144415,-4.751234,0.7953861,0,-3.556124,0.9541198,-4.236254,0.04349903,-3.775105,0,6
722,32,-3.552467,1.142276,-4.758698,0.7894699,0,-3.555896,0.9538326,-4.236051,0.03021376,-0.2958119,0,6
733,32,-3.560333,1.140091,-4.766006,0.7945608,0,-3.55576,0.9534494,-4.236176,0.03085114,0.2545476,0,6
747,32,-3.567717,1.137732,-4.772716,0.7259321,0,-3.555531,0.9526746,-4.237006,0.08202515,-3.431437,0,6
765,32,-3.574491,1.134779,-4.77892,0.6965013,0,-3.554968,0.9519916,-4.237894,0.09051777,-1.471543,0,6
775,32,-3.58221,1.132394,-4.785563,0.7506369,0,-3.554559,0.951472,-4.238492,0.06401619,2.706784,0,6
789,32,-3.590454,1.130145,-4.79177,0.751191,0,-3.553683,0.9509565,-4.239376,0.09577082,0.02770424,0,6
806,32,-3.598896,1.127758,-4.797574,0.7629762,0,-3.552711,0.950653,-4.240224,0.09612156,0.5892575,0,6
818,32,-3.606874,1.124721,-4.803445,0.7493548,0,-3.551811,0.9502959,-4.241105,0.09468307,-0.6810665,0,6
833,32,-3.613495,1.120571,-4.809021,0.6801819,0,-3.55076,0.9498574,-4.242272,0.1155266,-3.458646,0,6
848,32,-3.619464,1.116035,-4.814438,0.6690709,0,-3.549581,0.9494048,-4.243606,0.1328786,-0.5555511,0,6
858,32,-3.626032,1.111889,-4.819967,0.6858918,0,-3.548454,0.9489151,-4.245048,0.1362956,0.8410454,0,6
872,32,-3.63266,1.107549,-4.825056,0.6731662,0,-3.547311,0.9484238,-4.246633,0.1440859,-0.6362796,0,6
890,32,-3.638849,1.103114,-4.829292,0.6222125,0,-3.546139,0.9480698,-4.248168,0.1402002,-2.547687,0,6
900,32,-3.644898,1.099041,-4.833857,0.6270966,0,-3.545063,0.9477893,-4.249461,0.1242816,0.2442062,0,6
916,32,-3.649473,1.094305,-4.837786,0.5405028,0,-3.543972,0.9478495,-4.2506,0.111239,-4.32969,0,6
932,32,-3.653751,1.089338,-4.841757,0.5584576,0,-3.543037,0.9478607,-4.251728,0.1067866,0.8977383,0,6
946,32,-3.657768,1.084157,-4.845328,0.5330622,0,-3.542278,0.9478411,-4.252942,0.1022255,-1.26977,0,6
956,32,-3.662442,1.079161,-4.849161,0.5666831,0,-3.541426,0.9477668,-4.254089,0.1033894,1.681048,0,6
972,32,-3.666638,1.073717,-4.852597,0.5460456,0,-3.540719,0.947902,-4.255101,0.08827741,-1.031876,0,6
986,32,-3.67033,1.068297,-4.855902,0.5349981,0,-3.539929,0.948031,-4.256115,0.0941162,-0.5523741,0,6
1001,32,-3.662902,1.071536,-4.85035,0.6977108,0,-3.53906,0.9482626,-4.25703,0.09108551,8.135634,0,6
1014,32,-3.66395,1.071344,-4.854017,0.2760459,0,-3.538272,0.9485155,-4.257837,0.08361931,-21.08325,0,6
1028,32,-3.665751,1.070975,-4.855228,0.1583458,0,-3.537604,0.9488544,-4.258442,0.06927846,-5.885003,0,6
1041,32,-3.668661,1.070691,-4.856415,0.2273516,0,-3.537172,0.9492046,-4.258913,0.05246647,3.450289,0,6
1055,32,-3.666412,1.072697,-4.855924,0.2132526,0,-3.537058,0.9493784,-4.25949,0.04289625,-0.7049501,0,6
1069,32,-3.663662,1.074152,-4.855434,0.2325108,0,-3.536994,0.9495265,-4.260042,0.04240265,0.9629093,0,6
1083,32,-3.662367,1.074421,-4.855231,0.09632988,0,-3.536742,0.9498438,-4.26037,0.03752448,-6.809044,0,6
1097,32,-3.661419,1.075069,-4.85432,0.1040386,0,-3.536742,0.9502782,-4.260035,0.03894256,0.3854361,0,6
1111,32,-3.662263,1.075995,-4.85347,0.1093819,0,-3.537217,0.9504375,-4.259242,0.06769174,0.2671655,0,6
1123,32,-3.66319,1.07672,-4.853165,0.08761072,0,-3.537447,0.9504629,-4.258947,0.02703411,-1.088559,0,6
1140,32,-3.664062,1.076294,-4.852702,0.07669213,0,-3.53762,0.9506487,-4.258749,0.02297387,-0.5459294,0,6
1151,32,-3.66551,1.077015,-4.852432,0.1196398,0,-3.537713,0.9508408,-4.258668,0.01663784,2.147382,0,6
1165,32,-3.666046,1.077437,-4.85197,0.05806985,0,-3.537944,0.9511757,-4.258511,0.03071159,-3.078496,0,6
1184,32,-3.665608,1.078265,-4.851371,0.08069915,0,-3.538597,0.9515518,-4.258279,0.05720671,1.131465,0,6
1195,32,-3.665195,1.0805,-4.850308,0.1803871,0,-3.538863,0.9516205,-4.258135,0.02233319,4.984398,0,6
1207,32,-3.664858,1.083001,-4.849248,0.1964944,0,-3.539221,0.9516531,-4.257909,0.03048043,0.8053668,0,6
1223,32,-3.665134,1.085059,-4.848284,0.1614986,0,-3.539857,0.9515566,-4.257646,0.04903784,-1.749791,0,6
1236,32,-3.665591,1.086046,-4.847707,0.09028904,0,-3.540369,0.9513695,-4.257566,0.04037696,-3.56048,0,6
1251,32,-3.666068,1.086689,-4.847277,0.06473137,0,-3.541184,0.9509448,-4.257602,0.06553544,-1.277884,0,6
1265,32,-3.66632,1.086407,-4.846961,0.035437,0,-3.542325,0.9502686,-4.257825,0.09678786,-1.464719,0,6
1280,32,-3.666743,1.086797,-4.846422,0.05655521,0,-3.543341,0.9495299,-4.258146,0.09305006,1.055911,0,6
1290,32,-3.667763,1.088423,-4.845483,0.1551815,0,-3.543289,0.9494877,-4.258124,0.005112228,4.931314,0,6
1304,32,-3.669669,1.091072,-4.844083,0.2501165,0,-3.543483,0.9494259,-4.258018,0.01613577,4.74675,0,6
1321,32,-3.668356,1.095636,-4.840453,0.437001,0,-3.544061,0.9492391,-4.258099,0.04482698,9.344226,0,6
1335,32,-3.665398,1.101204,-4.836002,0.5560368,0,-3.545131,0.948808,-4.258402,0.08591973,5.951791,0,6
1346,32,-3.662658,1.107865,-4.830595,0.6461541,0,-3.54606,0.9484152,-4.258821,0.07833892,4.505864,0,6
1361,32,-3.65932,1.114905,-4.823939,0.7279335,0,-3.546978,0.9479735,-4.259362,0.08191331,4.088971,0,6
1375,32,-3.656028,1.121727,-4.816844,0.750894,0,-3.546693,0.948163,-4.259144,0.02935127,1.148021,0,6
1390,32,-3.652237,1.129119,-4.80796,0.8644617,0,-3.546417,0.9485166,-4.258693,0.04519242,5.678389,0,6
1405,32,-3.647715,1.135485,-4.798094,0.9123701,0,-3.547522,0.9491123,-4.257587,0.1212763,2.395418,0,6
1417,32,-3.643977,1.140172,-4.790458,0.6995267,0,-3.547886,0.9492158,-4.257392,0.03069243,-10.64217,0,6
1431,32,-3.640129,1.142253,-4.785039,0.4980683,0,-3.548298,0.9490507,-4.257716,0.03926941,-10.07292,0,6
1445,32,-3.637881,1.141591,-4.783741,0.1920846,0,-3.54885,0.9488163,-4.258196,0.05505032,-15.29919,0,6
1459,32,-3.637331,1.14116,-4.783567,0.05201086,0,-3.549649,0.9484359,-4.259019,0.08734171,-7.003685,0,6
1471,32,-3.637964,1.140576,-4.784712,0.09998029,0,-3.550142,0.9480773,-4.259848,0.07179907,2.398472,0,6
1487,32,-3.637984,1.139525,-4.786847,0.1768591,0,-3.550076,0.9479487,-4.2602,0.02826973,3.843939,0,6
1502,32,-3.637655,1.137802,-4.790079,0.2640497,0,-3.550166,0.9479553,-4.26035,0.01257488,4.359533,0,6
1513,32,-3.638549,1.136529,-4.79309,0.2439136,0,-3.550497,0.9479073,-4.260618,0.03085308,-1.006806,0,6
1529,32,-3.641671,1.135511,-4.797127,0.3626636,0,-3.550947,0.9479293,-4.260733,0.03240176,5.937499,0,6
1544,32,-3.643553,1.13574,-4.798972,0.1942626,0,-3.551245,0.9481966,-4.26049,0.0343957,-8.420052,0,6
1557,32,-3.645499,1.136187,-4.800512,0.1800061,0,-3.551413,0.9484146,-4.26011,0.0334723,-0.7128254,0,6
1570,32,-3.647305,1.13674,-4.80196,0.1729476,0,-3.551438,0.9485245,-4.259804,0.02367505,-0.3529251,0,6
1584,32,-3.649489,1.136352,-4.804265,0.2287945,0,-3.551972,0.9488631,-4.259379,0.05450466,2.792349,0,6
1598,32,-3.651137,1.133141,-4.80879,0.4163356,0,-3.552968,0.9496034,-4.258407,0.1134124,9.377051,0,6
1612,32,-3.651863,1.125918,-4.816113,0.7371009,0,-3.553486,0.9501215,-4.257535,0.08144116,16.03827,0,6
1627,32,-3.651337,1.115876,-4.823574,0.9052231,0,-3.553575,0.9503547,-4.257055,0.03908448,8.406109,0,6
1640,32,-3.648638,1.103856,-4.828629,0.9527781,0,-3.553414,0.9503498,-4.256775,0.02307435,2.377752,0,6
1653,32,-3.646496,1.092188,-4.831481,0.8617222,0,-3.553288,0.9502313,-4.256732,0.0125924,-4.552796,0,6
1667,32,-3.64558,1.079357,-4.832475,0.9307981,0,-3.553109,0.9500831,-4.256803,0.0175331,3.453797,0,6
1680,32,-3.646462,1.078912,-4.828839,0.2740266,0,-3.552836,0.949985,-4.256871,0.0216325,-32.83858,0,6
1697,32,-3.65139,1.092823,-4.823255,1.127191,0,-3.551838,0.9501084,-4.256505,0.07644215,42.65822,0,6
3031,32,-3.591987,0.9252383,-4.461896,29.57917,0,-3.559671,0.9518299,-4.243994,1.09149,1422.599,0,5
3045,32,-3.592286,0.9283869,-4.464823,0.3074101,0,-3.559708,0.9517384,-4.244334,0.0252875,-1463.588,0,5
3061,32,-3.592703,0.932947,-4.468551,0.4222302,0,-3.559888,0.9515454,-4.244869,0.04263987,5.741008,0,5
3075,32,-3.593227,0.9381056,-4.472491,0.4660528,0,-3.560156,0.9513895,-4.245238,0.03449428,2.191128,0,5
3088,32,-3.594172,0.9440122,-4.477501,0.5617561,0,-3.560429,0.9512757,-4.245492,0.0280857,4.785168,0,5
3104,32,-3.595307,0.9496143,-4.483109,0.5860177,0,-3.56069,0.9511812,-4.245686,0.02478993,1.21308,0,5
3114,32,-3.59622,0.9546936,-4.488516,0.5358308,0,-3.560888,0.9511042,-4.245829,0.01832324,-2.509347,0,5
3130,32,-3.597078,0.9601572,-4.494399,0.5769072,0,-3.561199,0.9509592,-4.246042,0.02884432,2.053818,0,5
3143,32,-3.598204,0.9663271,-4.501246,0.6698886,0,-3.561634,0.9507199,-4.246416,0.04485233,4.64907,0,5
3158,32,-3.599675,0.9728068,-4.508628,0.7031518,0,-3.562026,0.9504294,-4.246828,0.04519772,1.663163,0,5
3172,32,-3.60117,0.9790958,-4.516019,0.7123039,0,-3.562304,0.9501824,-4.247164,0.03641657,0.4576057,0,5
3187,32,-3.602551,0.9851945,-4.523991,0.7228462,0,-3.562597,0.949877,-4.24757,0.04180092,0.5271107,0,5
3200,32,-3.603844,0.9911764,-4.531775,0.703652,0,-3.562744,0.9497148,-4.247761,0.0206822,-0.9597063,0,5
3211,32,-3.605162,0.997352,-4.539718,0.7439042,0,-3.562847,0.9496059,-4.247891,0.01455509,2.01261,0,5
3225,32,-3.606417,1.003847,-4.54764,0.7315247,0,-3.562953,0.9494717,-4.248055,0.01679112,-0.6189764,0,5
3244,32,-3.607248,1.010313,-4.555458,0.7311019,0,-3.563023,0.949326,-4.248263,0.01887913,-0.02113879,0,5
3254,32,-3.608226,1.016294,-4.563076,0.7127271,0,-3.563093,0.9491557,-4.248514,0.02281368,-0.918743,0,5
3269,32,-3.609186,1.02149,-4.57179,0.7225654,0,-3.563145,0.9488513,-4.24901,0.04138959,0.4919171,0,5
3283,32,-3.61051,1.026566,-4.580807,0.7498758,0,-3.563091,0.9485493,-4.249509,0.04212322,1.365519,0,5
3298,32,-3.611841,1.031394,-4.590185,0.764082,0,-3.562996,0.9482425,-4.250011,0.04282987,0.7103086,0,5
3309,32,-3.612858,1.036521,-4.598937,0.7368817,0,-3.56294,0.9480783,-4.25027,0.0225296,-1.360014,0,5
3327,32,-3.61327,1.043166,-4.607245,0.7540012,0,-3.562912,0.9479004,-4.250526,0.02216728,0.8559763,0,5
3337,32,-3.614163,1.049345,-4.615925,0.7755803,0,-3.562943,0.9477775,-4.250676,0.01422248,1.078957,0,5
3351,32,-3.615439,1.054538,-4.625872,0.8053002,0,-3.563048,0.9475229,-4.250959,0.02817969,1.485991,0,5
3369,32,-3.617214,1.05787,-4.63732,0.8619852,0,-3.563277,0.9470776,-4.251419,0.04860484,2.834252,0,5
3379,32,-3.618732,1.061248,-4.648067,0.8358567,0,-3.563445,0.9468039,-4.251678,0.03031698,-1.306424,0,5
3396,32,-3.62037,1.062663,-4.659601,0.824379,0,-3.563902,0.9461132,-4.252325,0.07384067,-0.5738884,0,5
3408,32,-3.621627,1.06623,-4.669249,0.7516623,0,-3.564198,0.9457394,-4.252675,0.04292281,-3.635836,0,5
3422,32,-3.622698,1.071245,-4.677638,0.7016757,0,-3.564426,0.945509,-4.25288,0.02738047,-2.49933,0,5
3436,32,-3.624481,1.075931,-4.686409,0.7246803,0,-3.56468,0.9453133,-4.253041,0.02572055,1.150233,0,5
3451,32,-3.626903,1.079356,-4.695852,0.7504992,0,-3.56477,0.9452783,-4.253038,0.006993183,1.290947,0,5
3466,32,-3.629136,1.081604,-4.705081,0.6960023,0,-3.564919,0.9451855,-4.253082,0.01292614,-2.724847,0,5
3477,32,-3.630926,1.083162,-4.713645,0.6451887,0,-3.565147,0.9450023,-4.253241,0.02416581,-2.540681,0,5
3492,32,-3.632153,1.084899,-4.721114,0.5518261,0,-3.565239,0.9448675,-4.253387,0.015574,-4.668131,0,5
3504,32,-3.633607,1.087115,-4.72848,0.5637842,0,-3.565223,0.9447664,-4.25351,0.01155687,0.5979091,0,5
3518,32,-3.635331,1.089426,-4.73475,0.4931068,0,-3.565135,0.944537,-4.253788,0.02644156,-3.533873,0,5
3534,32,-3.637075,1.091298,-4.740539,0.4545702,0,-3.564942,0.9441777,-4.25424,0.04373234,-1.92683,0,5
3551,32,-3.638548,1.092396,-4.746204,0.4271724,0,-3.564557,0.9437956,-4.254756,0.05373557,-1.369888,0,5
3560,32,-3.640508,1.093586,-4.752522,0.4869206,0,-3.564271,0.9435302,-4.255133,0.03927745,2.98741,0,5
3577,32,-3.642439,1.09382,-4.757781,0.4018448,0,-3.563786,0.9431598,-4.255672,0.05835766,-4.25379,0,5
3588,32,-3.643944,1.094499,-4.763422,0.4252772,0,-3.563475,0.9429361,-4.255999,0.03644372,1.171619,0,5
3605,32,-3.645149,1.093332,-4.768048,0.3507507,0,-3.562781,0.9424711,-4.256698,0.07762568,-3.726326,0,5
3617,32,-3.646805,1.092628,-4.773043,0.3827728,0,-3.562343,0.9421877,-4.257141,0.04936574,1.601107,0,5
3630,32,-3.648046,1.092203,-4.777343,0.3202616,0,-3.561967,0.9419245,-4.257537,0.04322615,-3.125563,0,5
3643,32,-3.648439,1.092467,-4.780806,0.2500581,0,-3.561571,0.9415581,-4.258091,0.05532892,-3.510176,0,5
3660,32,-3.649094,1.092309,-4.784133,0.2465477,0,-3.561279,0.9410638,-4.258836,0.0682577,-0.1755185,0,5
3673,32,-3.650276,1.091611,-4.78806,0.2994659,0,-3.561093,0.9406605,-4.259401,0.05173418,2.645912,0,5
3688,32,-3.650847,1.090632,-4.791587,0.2626556,0,-3.561026,0.9403321,-4.259814,0.03770663,-1.840517,0,5
3700,32,-3.651325,1.08957,-4.795055,0.2620646,0,-3.561069,0.9400809,-4.26008,0.02638964,-0.029549,0,5
3714,32,-3.651235,1.087565,-4.797905,0.2528783,0,-3.561291,0.9396563,-4.260517,0.04705293,-0.4593134,0,5
3730,32,-3.650992,1.085938,-4.800397,0.2152257,0,-3.56171,0.9391732,-4.260977,0.0567831,-1.882633,0,5
3742,32,-3.650668,1.084905,-4.802996,0.2016819,0,-3.562038,0.9387864,-4.261348,0.04502454,-0.6771907,0,5
3755,32,-3.650279,1.084025,-4.805372,0.1854538,0,-3.562376,0.9383967,-4.261715,0.04580458,-0.811401,0,5
3771,32,-3.64984,1.08307,-4.807347,0.1571681,0,-3.562883,0.9379499,-4.262165,0.05699158,-1.414286,0,5
3785,32,-3.650064,1.082599,-4.809715,0.1775277,0,-3.563383,0.9375381,-4.262606,0.05742037,1.01798,0,5
3800,32,-3.650486,1.082194,-4.812304,0.1918957,0,-3.563873,0.937153,-4.263069,0.0561227,0.7183969,0,5
3811,32,-3.651041,1.080887,-4.815063,0.2228558,0,-3.564338,0.9368718,-4.263489,0.04933875,1.548005,0,5
3826,32,-3.651687,1.078859,-4.817594,0.2332667,0,-3.564726,0.9367493,-4.263737,0.03358937,0.520546,0,5
3840,32,-3.651563,1.077086,-4.819727,0.2012354,0,-3.564858,0.936843,-4.26366,0.01299199,-1.601562,0,5
3854,32,-3.65077,1.074761,-4.821439,0.2144835,0,-3.565102,0.9369743,-4.263522,0.02220042,0.6624006,0,5
3868,32,-3.650847,1.072685,-4.823275,0.1983756,0,-3.565359,0.937041,-4.263459,0.01952133,-0.8053907,0,5
3884,32,-3.651422,1.071297,-4.824924,0.1615895,0,-3.565567,0.9371152,-4.263395,0.01662763,-1.839307,0,5
3893,32,-3.651779,1.070354,-4.826524,0.1361317,0,-3.565583,0.9371896,-4.263321,0.007614893,-1.27289,0,5
3908,32,-3.651986,1.069441,-4.82808,0.1295817,0,-3.565524,0.9372787,-4.263239,0.009612769,-0.3275014,0,5
3926,32,-3.652053,1.069102,-4.829321,0.09237004,0,-3.565461,0.9374205,-4.263105,0.01469889,-1.860582,0,5
3936,32,-3.652193,1.068657,-4.830797,0.1117491,0,-3.565381,0.9374795,-4.26304,0.008581988,0.9689529,0,5
3953,32,-3.652883,1.06888,-4.832269,0.1167763,0,-3.565106,0.9375924,-4.262911,0.02306682,0.251361,0,5
3963,32,-3.653785,1.068771,-4.833896,0.1369899,0,-3.564792,0.9376639,-4.26281,0.0247896,1.010677,0,5
3979,32,-3.65449,1.068872,-4.835526,0.125415,0,-3.56406,0.9377509,-4.26264,0.05332107,-0.5787425,0,5
3994,32,-3.654178,1.068953,-4.836948,0.1050836,0,-3.563382,0.9377565,-4.26256,0.04925514,-1.01657,0,5
4009,32,-3.653539,1.069036,-4.838343,0.1097928,0,-3.56258,0.9377126,-4.26253,0.05743723,0.2354573,0,5
4019,32,-3.653269,1.068537,-4.839959,0.1248617,0,-3.562075,0.9376583,-4.262556,0.03703153,0.7534463,0,5
4034,32,-3.653144,1.067661,-4.84176,0.1401455,0,-3.561343,0.9375678,-4.262616,0.05169052,0.7641889,0,5
4051,32,-3.652855,1.067835,-4.843352,0.1190837,0,-3.560785,0.937459,-4.262649,0.04171348,-1.053086,0,5
4063,32,-3.652387,1.067984,-4.844676,0.1018893,0,-3.56079,0.9374669,-4.262596,0.003882069,-0.859721,0,5
5258,32,-3.728081,0.9316889,-4.465681,29.11547,0,-3.576584,0.9481199,-4.243263,1.928361,1450.679,0,7
5274,32,-3.725839,0.9305896,-4.464866,0.1878333,0,-3.576613,0.9482584,-4.243264,0.01013068,-1446.382,0,7
5286,32,-3.724853,0.9296446,-4.464953,0.09871533,0,-3.576586,0.9483616,-4.243231,0.008065419,-4.455899,0,7
5302,32,-3.724666,0.9292753,-4.46639,0.1064615,0,-3.576486,0.9485985,-4.243124,0.01982949,0.3873099,0,7
5316,32,-3.72453,0.9295114,-4.46809,0.1236662,0,-3.576297,0.9489647,-4.242978,0.03141325,0.8602329,0,7
5330,32,-3.724341,0.9306473,-4.469369,0.1245944,0,-3.576133,0.9492218,-4.242934,0.02229526,0.04641116,0,7
5344,32,-3.724491,0.9335462,-4.471528,0.2587387,0,-3.575891,0.9495133,-4.24296,0.0271392,6.707215,0,7
5357,32,-3.724624,0.9371411,-4.473875,0.3077079,0,-3.575597,0.9497809,-4.243105,0.03034483,2.448459,0,7
5370,32,-3.724705,0.9403323,-4.476239,0.2853333,0,-3.575346,0.9499801,-4.243281,0.02628045,-1.118727,0,7
5385,32,-3.725449,0.945083,-4.480418,0.4516291,0,-3.575037,0.9502316,-4.243603,0.0362634,8.314789,0,7
5400,32,-3.726537,0.9497839,-4.484845,0.4777237,0,-3.574952,0.9503734,-4.243773,0.0173498,1.304729,0,7
5414,32,-3.727368,0.954665,-4.489222,0.4825302,0,-3.575007,0.9504164,-4.243787,0.005229018,0.2403244,0,7
5431,32,-3.727598,0.9607346,-4.494193,0.5629154,0,-3.575146,0.9504226,-4.243767,0.01006453,4.01926,0,7
5441,32,-3.727626,0.9663241,-4.49841,0.5035543,0,-3.575259,0.9504703,-4.243816,0.00951909,-2.968052,0,7
5455,32,-3.727352,0.9733323,-4.502901,0.5890222,0,-3.575638,0.9504888,-4.243964,0.02875634,4.273394,0,7
5468,32,-3.727203,0.9807254,-4.507747,0.6388768,0,-3.576028,0.9503627,-4.24419,0.0338425,2.492729,0,7
5482,32,-3.727005,0.9883425,-4.513397,0.6758792,0,-3.576341,0.9501333,-4.24456,0.03819084,1.850119,0,7
5496,32,-3.726683,0.9952997,-4.51921,0.6617913,0,-3.576501,0.9499282,-4.244875,0.02981488,-0.7043958,0,7
5508,32,-3.725979,1.002128,-4.525699,0.6785114,0,-3.576642,0.9497362,-4.245209,0.02944024,0.8360058,0,7
5527,32,-3.724885,1.008898,-4.532973,0.7111207,0,-3.576687,0.9493721,-4.24577,0.04766476,1.630467,0,7
5537,32,-3.723974,1.01545,-4.5397,0.6759983,0,-3.576645,0.949217,-4.246043,0.02274287,-1.756123,0,7
