time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
437,0,-1.071204,1.231883,0.4447002,0.1363526,0,-0.9837763,1.361225,0.9200491,0.1392428,0.2319209
451,0,-1.071723,1.23127,0.4451129,0.06505833,0,-0.9829817,1.360003,0.9189005,0.1337891,-3.564712
465,0,-1.073519,1.230827,0.4461045,0.1498464,0,-0.9824803,1.358816,0.9176142,0.1299687,4.239403
479,0,-1.076295,1.230466,0.4476346,0.2265612,0,-0.9821667,1.357684,0.916188,0.1311888,3.835741
492,0,-1.078347,1.230143,0.4484864,0.1632823,0,-0.98198,1.356566,0.9146509,0.1389253,-3.163947
507,0,-1.077943,1.230075,0.4480743,0.04182473,0,-0.9820893,1.355554,0.9129874,0.140302,-6.072876
520,0,-1.083842,1.229277,0.4498383,0.4387201,0,-0.9825165,1.354659,0.9112477,0.1414733,19.84477
535,0,-1.087328,1.229456,0.4507333,0.2649964,0,-0.9829237,1.353811,0.9096009,0.1394581,-8.686187
549,0,-1.090895,1.229739,0.4524039,0.2826926,0,-0.9836071,1.353142,0.9080906,0.1279825,0.8848101
562,0,-1.094453,1.230587,0.4548261,0.3108293,0,-0.9842311,1.352658,0.9069377,0.09902209,1.406834
577,0,-1.097937,1.232075,0.4580113,0.3523684,0,-0.9849458,1.352213,0.9056761,0.1079756,2.07696
590,0,-1.100922,1.234043,0.4620495,0.3943343,0,-0.9858441,1.352049,0.904687,0.0984232,2.098291
604,0,-1.103541,1.236183,0.466718,0.4125335,0,-0.9866318,1.351938,0.9039876,0.07579335,0.9099603
618,0,-1.106066,1.239511,0.4715069,0.4642195,0,-0.9873887,1.351669,0.903334,0.07564651,2.584304
632,0,-1.108742,1.245869,0.4774263,0.6369444,0,-0.9880645,1.351342,0.9028736,0.0617004,8.636244
645,0,-1.111946,1.252909,0.4827902,0.6833006,0,-0.9887616,1.351432,0.9025075,0.05752571,2.317807
660,0,-1.115122,1.25981,0.4875208,0.6467355,0,-0.9896592,1.352011,0.9022368,0.0796432,-1.828253
673,0,-1.118181,1.268651,0.4912873,0.7249982,0,-0.9906169,1.352685,0.9020683,0.0850471,3.913134
688,0,-1.120686,1.277112,0.4940989,0.6635248,0,-0.9915833,1.353704,0.9019375,0.1010306,-3.073668
701,0,-1.12245,1.286508,0.4965729,0.7140619,0,-0.9925232,1.354658,0.9019446,0.09683976,2.526853
715,0,-1.123259,1.297395,0.4985848,0.7914506,0,-0.993558,1.355814,0.9021346,0.1114876,3.869438
730,0,-1.123599,1.308726,0.500268,0.8239264,0,-0.9943771,1.356485,0.9020041,0.07668448,1.623791
743,0,-1.123436,1.319617,0.5013747,0.7881465,0,-0.9949258,1.356792,0.9017825,0.04798996,-1.788998
756,0,-1.122036,1.331212,0.5004972,0.8390213,0,-0.9952918,1.356641,0.901162,0.05272394,2.543741
771,0,-1.120495,1.342047,0.4988392,0.7875185,0,-0.9952377,1.356122,0.900695,0.04983544,-2.575141
785,0,-1.118959,1.352413,0.4967926,0.774566,0,-0.9955118,1.355764,0.900072,0.05576947,-0.6476253
798,0,-1.116857,1.363285,0.4931563,0.8332623,0,-0.9966046,1.355156,0.8984612,0.1457911,2.934813
813,0,-1.114944,1.374234,0.4897639,0.8390096,0,-0.9972264,1.354519,0.8973277,0.1040497,0.2873689
827,0,-1.112618,1.38463,0.4867455,0.7967458,0,-0.9978615,1.35389,0.8961875,0.1042796,-2.113193
841,0,-1.108583,1.394121,0.4836333,0.7683285,0,-0.9984356,1.353222,0.8949671,0.1073436,-1.420864
855,0,-1.10429,1.402868,0.4809568,0.7264091,0,-0.9989009,1.352764,0.8939314,0.08801144,-2.095968
869,0,-1.100255,1.41127,0.4782594,0.7014536,0,-0.9993267,1.352536,0.8930664,0.07160752,-1.247779
883,0,-1.096397,1.419172,0.4752166,0.6525881,0,-0.9997905,1.353124,0.8924406,0.06843889,-2.443272
896,0,-1.092901,1.426602,0.4719893,0.6451753,0,-1.000168,1.353766,0.8921402,0.05869837,-0.3706425
911,0,-1.08986,1.434498,0.4694552,0.6301752,0,-1.00029,1.354284,0.8922013,0.03821234,-0.7500023
924,0,-1.086431,1.442428,0.4677975,0.6350196,0,-1.000504,1.354895,0.8921332,0.04705115,0.2422184
938,0,-1.082741,1.450728,0.4669187,0.6563208,0,-1.000628,1.355708,0.8922585,0.05980222,1.06506
952,0,-1.078634,1.458176,0.4658235,0.622705,0,-1.000708,1.356285,0.8923931,0.04339602,-1.680791
966,0,-1.074347,1.464553,0.464244,0.5635185,0,-1.000998,1.357244,0.8924447,0.07206927,-2.959323
980,0,-1.069572,1.469412,0.4620381,0.5087706,0,-1.001481,1.358918,0.8926444,0.1246045,-2.737394
994,0,-1.0648,1.472868,0.458951,0.4776171,0,-1.001999,1.360983,0.8931057,0.1564478,-1.557677
1008,0,-1.060348,1.475773,0.4552712,0.4579974,0,-1.002522,1.363368,0.8939255,0.1824174,-0.9809852
1021,0,-1.055982,1.478667,0.4510899,0.4907685,0,-1.002791,1.364895,0.8947036,0.1270407,1.638554
1036,0,-1.051543,1.481982,0.4468712,0.4974563,0,-1.002792,1.365577,0.8952829,0.06394114,0.3343925
1050,0,-1.046676,1.484934,0.4425555,0.5151522,0,-1.002587,1.365577,0.8955885,0.02654212,0.8847937
1064,0,-1.041693,1.487571,0.4378031,0.53548,0,-1.002417,1.365331,0.8956749,0.02258596,1.016387
1077,0,-1.036724,1.489335,0.432261,0.540854,0,-1.00232,1.3651,0.8957061,0.01786279,0.2687037
1091,0,-1.031824,1.489494,0.4259394,0.5753384,0,-1.002255,1.36512,0.8958377,0.01067021,1.724216
1106,0,-1.02699,1.488698,0.4192649,0.5955808,0,-1.002162,1.365137,0.8959613,0.01116783,1.012123
1119,0,-1.02262,1.488195,0.412347,0.5945204,0,-1.002044,1.36509,0.8959977,0.009625836,-0.05302131
1133,0,-1.018266,1.488252,0.4059563,0.5455534,0,-1.001889,1.365068,0.8960204,0.01116062,-2.44835
1147,0,-1.013137,1.488435,0.4005068,0.5436059,0,-1.001681,1.365099,0.8960192,0.01522614,-0.09737611
1160,0,-1.007907,1.488525,0.3951876,0.540213,0,-1.001494,1.365149,0.8959886,0.01418544,-0.1696408
1175,0,-1.00315,1.487544,0.3891158,0.5566388,0,-1.001214,1.365274,0.8959338,0.02232813,0.8212864
1188,0,-0.9991527,1.485522,0.3823572,0.5812405,0,-1.000883,1.365446,0.8958927,0.02690073,1.230088
1203,0,-0.9953711,1.483162,0.3757801,0.5726704,0,-1.000551,1.365624,0.8958637,0.02719369,-0.4285067
1217,0,-0.9917838,1.480664,0.3696309,0.5403513,0,-0.9998791,1.365873,0.8958502,0.05135334,-1.615956
1231,0,-0.9882841,1.478965,0.3641546,0.4843583,0,-0.9992204,1.366007,0.8958699,0.04848741,-2.79965
1244,0,-0.984679,1.478786,0.3590664,0.4490302,0,-0.9984741,1.366078,0.8958876,0.05397546,-1.766406
1258,0,-0.9811121,1.478578,0.3543873,0.4210257,0,-0.9973105,1.366195,0.8959049,0.08364686,-1.400222
1272,0,-0.9779631,1.477379,0.3498904,0.4012302,0,-0.9954883,1.366358,0.8959401,0.130648,-0.9897783
1286,0,-0.9747555,1.476277,0.345549,0.3949176,0,-0.9935154,1.366416,0.8959421,0.141486,-0.315626
1300,0,-0.9709178,1.475878,0.3418309,0.3862039,0,-0.9919683,1.366348,0.8959173,0.1116319,-0.4356891
1314,0,-0.9668426,1.476302,0.3386556,0.3720574,0,-0.9903689,1.366329,0.8958197,0.1150169,-0.7073238
1328,0,-0.9625092,1.476789,0.3359254,0.3679399,0,-0.9887862,1.366315,0.8956546,0.1138106,-0.2058715
1341,0,-0.957895,1.476802,0.3331093,0.3915608,0,-0.987184,1.366235,0.8954934,0.1167815,1.181041
1356,0,-0.9529287,1.476762,0.3307542,0.3919791,0,-0.9854547,1.366031,0.89524,0.1254834,0.02091527
1370,0,-0.9485348,1.476129,0.3279175,0.3788949,0,-0.9836029,1.365718,0.8948268,0.1383051,-0.6542102
1384,0,-0.9451923,1.474355,0.3242739,0.381034,0,-0.9817768,1.365329,0.8943969,0.1389729,0.1069561
1397,0,-0.9433156,1.472314,0.3195508,0.3903359,0,-0.9798026,1.364575,0.8937447,0.1576076,0.465098
1412,0,-0.9412531,1.471254,0.3150475,0.3630278,0,-0.9778014,1.36377,0.8929448,0.1648916,-1.365407
1426,0,-0.9382914,1.470837,0.311504,0.3332495,0,-0.9758767,1.362985,0.8921634,0.1595829,-1.488917
1440,0,-0.9347787,1.470483,0.3084298,0.3369208,0,-0.9739632,1.36216,0.8912207,0.1646153,0.1835659
1453,0,-0.9314387,1.469741,0.3051941,0.335555,0,-0.9721044,1.361426,0.8901944,0.1600737,-0.06829053
1467,0,-0.9283261,1.468783,0.3017662,0.3438898,0,-0.9703594,1.360681,0.8890697,0.1604279,0.4167393
1481,0,-0.925859,1.467366,0.2979909,0.3369536,0,-0.9687387,1.359908,0.8878663,0.1540657,-0.3468111
1495,0,-0.9238243,1.465318,0.2939119,0.3604925,0,-0.9672624,1.359197,0.886569,0.1507699,1.176949
1509,0,-0.9220661,1.462881,0.289658,0.3713208,0,-0.9659225,1.358626,0.8852957,0.1379312,0.5414113
1523,0,-0.9205485,1.460122,0.285319,0.3838839,0,-0.9646726,1.358133,0.8841302,0.1273601,0.628157
1537,0,-0.918251,1.457691,0.2814988,0.3686554,0,-0.9634546,1.357665,0.8830066,0.1250177,-0.7614225
1551,0,-0.915624,1.454381,0.278176,0.3778635,0,-0.9630499,1.357432,0.8823094,0.05898832,0.4604042
1564,0,-0.9136679,1.451281,0.274518,0.3808969,0,-0.9620621,1.356794,0.8811761,0.1201059,0.151667
1578,0,-0.9124302,1.448851,0.2704706,0.3504704,0,-0.9609791,1.356055,0.8799964,0.1266512,-1.521322
1593,0,-0.910962,1.447029,0.2666047,0.3178238,0,-0.9600151,1.355312,0.8789213,0.1142414,-1.63233
1606,0,-0.9093858,1.445236,0.2629662,0.3152929,0,-0.9588274,1.354263,0.8774769,0.1553229,-0.1265466
1620,0,-0.9077443,1.443095,0.2594925,0.3201089,0,-0.9582005,1.35365,0.8765915,0.09071178,0.2407983
1634,0,-0.9060228,1.440636,0.2560847,0.3275301,0,-0.9575564,1.352974,0.875668,0.09469225,0.3710642
1648,0,-0.904424,1.437986,0.2526683,0.3267795,0,-0.9567862,1.352103,0.8746096,0.1114475,-0.03753155
1662,0,-0.9032639,1.435226,0.2492344,0.330717,0,-0.9558731,1.350972,0.8733171,0.1412412,0.1968756
1676,0,-0.9026859,1.432769,0.2456341,0.3144471,0,-0.9549628,1.349685,0.8718966,0.1517451,-0.8134961
1690,0,-0.9018002,1.430736,0.2422651,0.2887254,0,-0.9542038,1.348389,0.8705283,0.1454501,-1.286086
1704,0,-0.9006176,1.429075,0.2393436,0.258276,0,-0.9536455,1.347262,0.8694119,0.1219227,-1.522471
1718,0,-0.8993399,1.427283,0.2367437,0.2449144,0,-0.9531075,1.346144,0.8682996,0.1197819,-0.6680765
1732,0,-0.8979933,1.425114,0.234271,0.2518728,0,-0.9526555,1.344926,0.8671588,0.122497,0.347919
1745,0,-0.8968365,1.422872,0.2316961,0.2611508,0,-0.9521921,1.343772,0.8660027,0.1230241,0.4639
1759,0,-0.8960435,1.420985,0.2291154,0.2365236,0,-0.9517571,1.342749,0.8649236,0.1112408,-1.23136
1773,0,-0.8949713,1.419399,0.2265792,0.2266252,0,-0.9512818,1.341862,0.8639122,0.1017582,-0.4949197
1788,0,-0.8937521,1.417932,0.2241402,0.2241026,0,-0.9507864,1.341014,0.8629476,0.09964002,-0.1261301
1801,0,-0.8925748,1.4167,0.221944,0.1987185,0,-0.9503264,1.340305,0.8620159,0.08990611,-1.269203
1815,0,-0.8910774,1.415453,0.2200686,0.1968432,0,-0.9498582,1.339612,0.8611462,0.08784091,-0.09376779
1829,0,-0.8893795,1.413859,0.2183839,0.2049737,0,-0.949457,1.338986,0.8603731,0.07647342,0.406523
1843,0,-0.8878443,1.411612,0.2168586,0.2239038,0,-0.9490759,1.338413,0.8596697,0.07062252,0.9465083
1857,0,-0.8870957,1.408837,0.2149757,0.2465338,0,-0.9487404,1.337961,0.8591597,0.0545023,1.131501
1871,0,-0.8863391,1.406689,0.2130623,0.2135007,0,-0.948439,1.337623,0.858807,0.04121619,-1.651658
1885,0,-0.885632,1.40503,0.2112197,0.1851847,0,-0.9481268,1.337335,0.8586487,0.03258161,-1.4158
1898,0,-0.884982,1.40378,0.2092822,0.1730224,0,-0.9478724,1.337063,0.8585936,0.02715837,-0.6081127
1913,0,-0.88428,1.40257,0.2073244,0.1723838,0,-0.9476377,1.33673,0.8584237,0.03162157,-0.03193095
1927,0,-0.8837143,1.40147,0.2052113,0.1755542,0,-0.9472557,1.336121,0.8581501,0.05514947,0.1585208
1940,0,-0.8833058,1.400523,0.2029512,0.1793208,0,-0.9467306,1.335287,0.8577539,0.07666925,0.1883298
1954,0,-0.8827554,1.399457,0.2008462,0.1732603,0,-0.9462627,1.334531,0.8573641,0.0694091,-0.3030248
1969,0,-0.8822713,1.398588,0.1986595,0.1718652,0,-0.945731,1.333595,0.8569711,0.08201098,-0.0697583
1983,0,-0.8819255,1.397662,0.1964573,0.1727637,0,-0.9452894,1.33276,0.8566152,0.07225182,0.04492477
1996,0,-0.8817399,1.396434,0.1941832,0.187117,0,-0.9449313,1.332146,0.8563429,0.05497292,0.717666
2010,0,-0.8817011,1.395339,0.1917742,0.1904879,0,-0.9446289,1.331623,0.8560986,0.04689191,0.168547
2024,0,-0.8813007,1.394457,0.1895417,0.1742765,0,-0.9441627,1.330713,0.8557045,0.07844597,-0.8105733
2038,0,-0.8805999,1.393612,0.1876189,0.1578041,0,-0.9435047,1.329241,0.8550763,0.1233549,-0.8236163
2052,0,-0.8801606,1.392455,0.1855925,0.1697034,0,-0.9429268,1.327831,0.8545374,0.1155406,0.5949639
2065,0,-0.8797388,1.391194,0.1836593,0.1705435,0,-0.9421988,1.326023,0.8538847,0.1493689,0.04200563
2080,0,-0.879014,1.38989,0.1819982,0.1595325,0,-0.941784,1.325121,0.8536291,0.07326516,-0.5505532
2094,0,-0.878166,1.388699,0.1804439,0.1548281,0,-0.9414685,1.324412,0.8534209,0.05828669,-0.2352193
2108,0,-0.877302,1.387822,0.1790502,0.1334604,0,-0.9411222,1.323463,0.8530741,0.0766931,-1.068382
2122,0,-0.8766557,1.386907,0.1777044,0.1244016,0,-0.9407645,1.322575,0.8527319,0.07219642,-0.4529439
2135,0,-0.8762603,1.386094,0.1762098,0.1250823,0,-0.9403869,1.321738,0.8524407,0.06900407,0.03403723
2150,0,-0.8761039,1.385396,0.1747586,0.1170194,0,-0.9399577,1.320951,0.8521974,0.0671749,-0.4031446
2163,0,-0.8760081,1.384652,0.1732886,0.119424,0,-0.9394943,1.320222,0.8520541,0.063349,0.1202319
2177,0,-0.8756524,1.383831,0.1721201,0.1054937,0,-0.939082,1.319659,0.8519881,0.05027083,-0.6965157
2192,0,-0.8753027,1.382879,0.1710915,0.1035152,0,-0.9387041,1.31921,0.8519444,0.04217009,-0.09892695
2205,0,-0.8748913,1.382087,0.1701237,0.09474585,0,-0.9383417,1.318874,0.8518841,0.03580388,-0.4384671
2218,0,-0.8744128,1.381233,0.1694323,0.08616548,0,-0.9381263,1.318676,0.8517545,0.02301991,-0.4290186
2233,0,-0.8741442,1.380453,0.1689714,0.06846751,0,-0.9380102,1.318653,0.8516546,0.01121463,-0.8848988
2247,0,-0.8739154,1.379311,0.1678782,0.1130346,0,-0.9378989,1.318666,0.8515383,0.01142981,2.228356
2260,0,-0.8739741,1.378995,0.1669451,0.07146635,0,-0.9377132,1.318587,0.8513895,0.01813958,-2.078414
4544,0,-0.7942485,1.221533,0.467431,25.03486,0,-0.6656351,1.39881,0.8603096,20.38785,1248.17
4558,0,-0.794214,1.221884,0.4667017,0.05772647,0,-0.6658961,1.398659,0.8602518,0.02188673,-1248.857
4572,0,-0.794229,1.222455,0.4661038,0.05926897,0,-0.6661839,1.398278,0.860176,0.03465272,0.07712487
4586,0,-0.7942367,1.223377,0.4658934,0.06805027,0,-0.6663526,1.397768,0.8601353,0.03877986,0.4390649
4600,0,-0.794524,1.224765,0.4659792,0.1024477,0,-0.6663837,1.397343,0.8601456,0.03074299,1.719869
4614,0,-0.7951678,1.22691,0.4661575,0.1571332,0,-0.6663747,1.396813,0.8601878,0.0371542,2.734277
4628,0,-0.7957622,1.230367,0.4667616,0.2607131,0,-0.6663553,1.396134,0.8602288,0.04984083,5.178997
4641,0,-0.795792,1.235069,0.4680609,0.354454,0,-0.6662863,1.395415,0.8602363,0.05251098,4.687041
4655,0,-0.7956027,1.239675,0.4694014,0.3460852,0,-0.6661655,1.394486,0.860195,0.06761152,-0.4184395
4670,0,-0.7951279,1.244448,0.4712684,0.3633373,0,-0.6659759,1.393524,0.8601131,0.06941488,0.8626089
4684,0,-0.7947209,1.248569,0.4730483,0.3312779,0,-0.6657333,1.392636,0.8599938,0.06822518,-1.602973
4697,0,-0.7944343,1.25283,0.4746832,0.3253544,0,-0.6653894,1.391633,0.8598369,0.0763012,-0.2961755
4711,0,-0.7940706,1.258073,0.4761734,0.3970121,0,-0.6649138,1.390687,0.8596943,0.07762883,3.582886
4725,0,-0.7937094,1.26359,0.4773436,0.4039709,0,-0.6642957,1.389557,0.8595075,0.09301793,0.3479421
4739,0,-0.7932825,1.26876,0.478161,0.3744866,0,-0.6637215,1.388601,0.8592777,0.08121986,-1.474218
4753,0,-0.7928354,1.273581,0.4788414,0.3515822,0,-0.6632826,1.387753,0.8588969,0.07393015,-1.14522
4767,0,-0.7924114,1.278858,0.4788301,0.3803483,0,-0.6628874,1.386833,0.8583466,0.08207437,1.438305
4780,0,-0.7923646,1.285029,0.4780681,0.447321,0,-0.6625297,1.386052,0.8577027,0.07721522,3.348638
4795,0,-0.7923197,1.291964,0.4764355,0.5112774,0,-0.662037,1.385217,0.856937,0.0886511,3.197821
4809,0,-0.7921397,1.300206,0.4725879,0.6510834,0,-0.6616578,1.384699,0.8563272,0.06338105,6.990296
4822,0,-0.7921562,1.308588,0.4673629,0.7085293,0,-0.6614451,1.384575,0.8558709,0.0371803,2.872297
4837,0,-0.7926376,1.31702,0.4610916,0.7601055,0,-0.661271,1.384549,0.8555452,0.02675515,2.57881
4851,0,-0.7935889,1.32591,0.4528309,0.87212,0,-0.6610922,1.384477,0.855026,0.03968001,5.600724
4864,0,-0.7953832,1.334726,0.4426068,0.9748523,0,-0.6609893,1.384371,0.8544441,0.04296228,5.136618
4878,0,-0.7969932,1.343362,0.4331765,0.9386358,0,-0.6609287,1.384279,0.8538271,0.04565153,-1.810828
4893,0,-0.7984921,1.352414,0.4226484,0.9899287,0,-0.6608732,1.384171,0.8529453,0.06310131,2.564645
4907,0,-0.7993852,1.361264,0.4129856,0.9451205,0,-0.6608405,1.384078,0.8516745,0.09172212,-2.240407
4920,0,-0.8002613,1.369669,0.4032831,0.9189835,0,-0.6608315,1.384101,0.8507917,0.06307816,-1.306853
4934,0,-0.8012778,1.377135,0.3936036,0.8834143,0,-0.6608359,1.384265,0.8497558,0.0755417,-1.77846
4948,0,-0.8018278,1.383498,0.3842875,0.8111615,0,-0.6608624,1.384712,0.8486682,0.08445959,-3.612641
4962,0,-0.8020077,1.389313,0.3753678,0.7748226,0,-0.6609045,1.385396,0.8477091,0.08574937,-1.816943
4976,0,-0.8022187,1.394841,0.3667478,0.7268891,0,-0.6609423,1.386269,0.8469521,0.08206303,-2.396673
4990,0,-0.8027385,1.399947,0.3581405,0.7214235,0,-0.6608956,1.387487,0.8462487,0.1013154,-0.2732813
5004,0,-0.8036208,1.404654,0.3495253,0.7135751,0,-0.6607363,1.388426,0.8459492,0.07226164,-0.3924191
5018,0,-0.8046242,1.409191,0.3410454,0.6874542,0,-0.6603844,1.389579,0.8458371,0.08605902,-1.306048
5031,0,-0.8055612,1.413344,0.3327815,0.6623136,0,-0.6597885,1.390663,0.8460419,0.08936817,-1.257026
5046,0,-0.8065664,1.416852,0.3242716,0.6792032,0,-0.6591679,1.391477,0.8463139,0.07767866,0.8444786
5059,0,-0.8079705,1.418946,0.3155756,0.642444,0,-0.6582677,1.392326,0.8467547,0.09322625,-1.837963
5074,0,-0.8092805,1.421226,0.3071433,0.6413159,0,-0.6574778,1.392785,0.8471811,0.07318383,-0.05640388
5087,0,-0.8104999,1.423175,0.2991201,0.5965481,0,-0.6563208,1.393176,0.8477933,0.09765334,-2.238387
5101,0,-0.811653,1.424451,0.291811,0.5420685,0,-0.6551456,1.393377,0.8484288,0.09752889,-2.72398
5115,0,-0.8127071,1.425753,0.2844694,0.5402348,0,-0.6538852,1.393341,0.8491899,0.1056581,-0.09168684
5129,0,-0.8136727,1.425852,0.2773398,0.5138563,0,-0.6526886,1.392994,0.8500487,0.1080721,-1.318926
5143,0,-0.8147746,1.424359,0.2702357,0.530292,0,-0.6515447,1.392475,0.8508486,0.107546,0.8217871
5156,0,-0.8156956,1.42285,0.2632663,0.519641,0,-0.6503485,1.391814,0.8516026,0.1128132,-0.5325526
5171,0,-0.8161575,1.419986,0.2571735,0.4800741,0,-0.6490692,1.390581,0.8522824,0.1353135,-1.978345
5185,0,-0.8164416,1.417416,0.2513385,0.4504367,0,-0.6477633,1.389229,0.8528903,0.1394476,-1.481871
5199,0,-0.8172082,1.414997,0.2456034,0.4576608,0,-0.6464547,1.387899,0.8534546,0.1422388,0.3612056
5213,0,-0.8182447,1.411971,0.2402762,0.4508775,0,-0.6452762,1.38647,0.8537987,0.1367296,-0.3391653
5227,0,-0.818965,1.408266,0.2355878,0.4269943,0,-0.6442981,1.385014,0.8539425,0.1248248,-1.194157
5240,0,-0.8197759,1.404433,0.2308264,0.4431561,0,-0.6434215,1.383603,0.8540895,0.1198641,0.8080885
5254,0,-0.8208787,1.399743,0.2262829,0.4784142,0,-0.642679,1.382186,0.8540639,0.1155965,1.762906
5268,0,-0.8220003,1.394624,0.2219077,0.4879874,0,-0.642005,1.380861,0.8539712,0.1064823,0.4786611
5281,0,-0.8231086,1.389198,0.2178335,0.4926401,0,-0.6412913,1.379663,0.8539223,0.09998829,0.2326354
5296,0,-0.8241568,1.383802,0.2139202,0.4839336,0,-0.6406065,1.378716,0.8538693,0.08386321,-0.4353255
5310,0,-0.8250821,1.378477,0.2103125,0.4687568,0,-0.6399397,1.377962,0.8538485,0.07266656,-0.7588401
5324,0,-0.8262622,1.373287,0.2067514,0.4605664,0,-0.6392989,1.37725,0.853828,0.0689002,-0.4095197
5337,0,-0.8281242,1.367454,0.2033309,0.5040466,0,-0.6386838,1.376687,0.8537514,0.06015559,2.174006
5352,0,-0.8299522,1.361711,0.2002528,0.482758,0,-0.6380615,1.376188,0.8536378,0.05746785,-1.064426
5366,0,-0.8314609,1.356546,0.1972997,0.4396556,0,-0.6374604,1.37573,0.8535323,0.05467814,-2.155122
5380,0,-0.8328202,1.352706,0.1948722,0.3425557,0,-0.6369774,1.37541,0.853408,0.04280027,-4.854995
5393,0,-0.8342193,1.349369,0.1927202,0.3043115,0,-0.6363814,1.375033,0.8532833,0.05177997,-1.912212
5407,0,-0.8354605,1.345423,0.1908385,0.3235704,0,-0.6357787,1.374665,0.8531436,0.0512339,0.9629458
5421,0,-0.8364421,1.34113,0.1898953,0.3268869,0,-0.6350086,1.374217,0.8530337,0.06515402,0.1658276
5435,0,-0.8359706,1.337446,0.1900764,0.264726,0,-0.6341192,1.373703,0.8529592,0.07332853,-3.108046
5449,0,-0.8346887,1.334975,0.1900774,0.2012772,0,-0.6331217,1.373211,0.8529221,0.08047155,-3.172442
5463,0,-0.8327055,1.343301,0.190386,0.6096418,0,-0.6318923,1.372663,0.8529721,0.09586078,20.41823
5477,0,-0.8320763,1.345831,0.1868261,0.3204705,0,-0.6308878,1.372294,0.8530702,0.07804806,-14.45857
5491,0,-0.8336165,1.346252,0.1856787,0.1398297,0,-0.6298794,1.372021,0.8532894,0.07591417,-9.032036
